,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,Rank,Genre,ESRB_Rating,Platform,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,url,img_url
5940,SteamWorld Dig 2,22-Sep-17,19.99,"100,000-200,000",Image & Form Games,Image & Form Games,0.0,0.0,85.0,19395,Platform,E10,NS,,,,0.01,0.01,,,0.0,2018.0,http://www.vgchartz.com/game/221401/steamworld-dig-2/?region=All,/games/boxart/full_186971AmericaFrontccc.jpg
5941,SteamWorld Dig 2,22-Sep-17,19.99,"100,000-200,000",Image & Form Games,Image & Form Games,0.0,0.0,85.0,55069,Platform,E10,3DS,,,,,,,,,2018.0,http://www.vgchartz.com/game/221402/steamworld-dig-2/?region=All,/games/boxart/full_3273040PALFrontccc.jpg
5942,SteamWorld Dig 2,22-Sep-17,19.99,"100,000-200,000",Image & Form Games,Image & Form Games,0.0,0.0,85.0,55070,Platform,E10,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/221403/steamworld-dig-2/?region=All,/games/boxart/full_5774660PALFrontccc.jpg
5943,SteamWorld Dig 2,22-Sep-17,19.99,"100,000-200,000",Image & Form Games,Image & Form Games,0.0,0.0,85.0,55071,Platform,E10,XOne,,,,,,,,,2018.0,http://www.vgchartz.com/game/221405/steamworld-dig-2/?region=All,/games/boxart/full_5252380PALFrontccc.jpg
5944,SteamWorld Dig 2,22-Sep-17,19.99,"100,000-200,000",Image & Form Games,Image & Form Games,0.0,0.0,85.0,55072,Platform,E10,PSV,,,,,,,,,2017.0,http://www.vgchartz.com/game/221406/steamworld-dig-2/?region=All,/games/boxart/full_4403699PALFrontccc.jpg
5945,Gorogoa,14-Dec-17,14.99,"100,000-200,000",Buried Signal,Annapurna Interactive,96.0,48.0,84.0,53789,Puzzle,E,NS,8.5,,,,,,,,2017.0,http://www.vgchartz.com/game/220996/gorogoa/?region=All,/games/boxart/full_6533971AmericaFrontccc.png
5946,The Sexy Brutale,11-Apr-17,19.99,"100,000-200,000","Cavalier Game Studios, Tequila Works",Tequila Works,0.0,0.0,83.0,13272,Adventure,T,PS4,,,,0.08,0.05,0.02,,0.01,2017.0,http://www.vgchartz.com/game/171078/the-sexy-brutale/?region=All,/games/boxart/full_5598812AmericaFrontccc.jpg
5947,The Sexy Brutale,11-Apr-17,19.99,"100,000-200,000","Cavalier Game Studios, Tequila Works",Tequila Works,0.0,0.0,83.0,48775,Adventure,,XOne,,,,,,,,,2017.0,http://www.vgchartz.com/game/171079/the-sexy-brutale/?region=All,/games/boxart/full_6018238AmericaFrontccc.jpeg
5948,The Sexy Brutale,11-Apr-17,19.99,"100,000-200,000","Cavalier Game Studios, Tequila Works",Tequila Works,0.0,0.0,83.0,48776,Adventure,,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/171080/the-sexy-brutale/?region=All,/games/boxart/full_6129464AmericaFrontccc.jpg
5949,The Sexy Brutale,11-Apr-17,19.99,"100,000-200,000","Cavalier Game Studios, Tequila Works",Tequila Works,0.0,0.0,83.0,55373,Adventure,,NS,,,,,,,,,2017.0,http://www.vgchartz.com/game/221605/the-sexy-brutale/?region=All,/games/boxart/full_9129819AmericaFrontccc.png
5950,Emily is Away Too,26-May-17,4.99,"100,000-200,000",Kyle Seeley,Kyle Seeley,0.0,0.0,81.0,53571,Simulation,,PC,,,,,,,,,,http://www.vgchartz.com/game/224344/emily-is-away-too/?region=All,/games/boxart/default.jpg
5951,The Legend of Heroes: Trails of Cold Steel,2-Aug-17,39.99,"100,000-200,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",0.0,0.0,80.0,7625,Role-Playing,T,PSV,,,,0.25,0.05,0.03,0.14,0.03,2015.0,http://www.vgchartz.com/game/71802/the-legend-of-heroes-trails-of-cold-steel/?region=All,/games/boxart/full_4498482AmericaFrontccc.jpg
5952,The Legend of Heroes: Trails of Cold Steel,2-Aug-17,39.99,"100,000-200,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",0.0,0.0,80.0,8476,Role-Playing,,PS3,,,,0.21,0.06,0.02,0.12,0.02,2015.0,http://www.vgchartz.com/game/71803/the-legend-of-heroes-trails-of-cold-steel/?region=All,/games/boxart/full_2062457JapanFrontccc.jpg
5953,The Legend of Heroes: Trails of Cold Steel,2-Aug-17,39.99,"100,000-200,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",0.0,0.0,80.0,55315,Role-Playing,,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/220297/the-legend-of-heroes-trails-of-cold-steel/?region=All,/games/boxart/default.jpg
5954,The Legend of Heroes: Trails of Cold Steel,2-Aug-17,39.99,"100,000-200,000",Nihon Falcom,"XSEED Games, Marvelous USA, Inc.",0.0,0.0,80.0,55316,Role-Playing,,PS4,,,,,,,,,2019.0,http://www.vgchartz.com/game/222929/the-legend-of-heroes-trails-of-cold-steel/?region=All,/games/boxart/full_4684853AmericaFrontccc.jpg
5955,Danganronpa V3: Killing Harmony,25-Sep-17,39.99,"100,000-200,000","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",0.0,0.0,80.0,7684,Adventure,M,PS4,,,,0.25,0.09,0.05,0.07,0.03,2017.0,http://www.vgchartz.com/game/153615/danganronpa-v3-killing-harmony/?region=All,/games/boxart/full_9593567PALFrontccc.jpg
5956,Danganronpa V3: Killing Harmony,25-Sep-17,39.99,"100,000-200,000","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",0.0,0.0,80.0,9424,Adventure,M,PSV,,,,0.18,0.02,0.01,0.13,0.01,2017.0,http://www.vgchartz.com/game/153436/danganronpa-v3-killing-harmony/?region=All,/games/boxart/full_7658660AmericaFrontccc.jpg
5957,Danganronpa V3: Killing Harmony,25-Sep-17,39.99,"100,000-200,000","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",0.0,0.0,80.0,53351,Adventure,,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/223172/danganronpa-v3-killing-harmony/?region=All,/games/boxart/full_9087902AmericaFrontccc.jpg
5958,LEGO City Undercover,4-Apr-17,19.99,"100,000-200,000",Traveller's Tales,TT Games,0.0,0.0,80.0,2064,Action,E10,WiiU,7.5,,1.14,,,,,,2013.0,http://www.vgchartz.com/game/70767/lego-city-undercover/?region=All,/games/boxart/full_4939346AmericaFrontccc.png
5959,LEGO City Undercover,4-Apr-17,19.99,"100,000-200,000",Traveller's Tales,TT Games,0.0,0.0,80.0,3151,Platform,E10,PS4,8.0,,,0.75,0.17,0.46,0.01,0.12,2017.0,http://www.vgchartz.com/game/153124/lego-city-undercover/?region=All,/games/boxart/full_3418444AmericaFrontccc.jpg
5960,LEGO City Undercover,4-Apr-17,19.99,"100,000-200,000",Traveller's Tales,TT Games,0.0,0.0,80.0,3607,Platform,E10,NS,8.0,,,0.65,0.23,0.33,0.03,0.05,2017.0,http://www.vgchartz.com/game/153125/lego-city-undercover/?region=All,/games/boxart/full_3260020AmericaFrontccc.jpg
5961,LEGO City Undercover,4-Apr-17,19.99,"100,000-200,000",Traveller's Tales,TT Games,0.0,0.0,80.0,6720,Platform,E10,XOne,,,,0.3,0.15,0.12,,0.03,2017.0,http://www.vgchartz.com/game/153122/lego-city-undercover/?region=All,/games/boxart/full_4808012PALFrontccc.jpg
5962,Marvel's Guardians of the Galaxy: The Telltale Series,18-Apr-17,,"100,000-200,000",Telltale Games,Telltale Games,0.0,0.0,78.0,11566,Adventure,T,PS4,,,,0.12,0.06,0.04,,0.02,2017.0,http://www.vgchartz.com/game/158399/marvels-guardians-of-the-galaxy-the-telltale-series/?region=All,/games/boxart/full_60791AmericaFrontccc.jpg
5963,Marvel's Guardians of the Galaxy: The Telltale Series,18-Apr-17,,"100,000-200,000",Telltale Games,Telltale Games,0.0,0.0,78.0,14852,Adventure,T,XOne,,,,0.05,0.05,,,0.01,2017.0,http://www.vgchartz.com/game/158400/marvels-guardians-of-the-galaxy-the-telltale-series/?region=All,/games/boxart/full_5890013AmericaFrontccc.jpg
5964,Everything,21-Apr-17,14.99,"100,000-200,000",David OReilly,"David OReilly, Double Fine Presents",0.0,0.0,78.0,12242,Simulation,,PC,,,0.1,,,,,,2017.0,http://www.vgchartz.com/game/224178/everything/?region=All,/games/boxart/full_2162961AmericaFrontccc.jpg
5965,Bulletstorm: Full Clip Edition,7-Apr-17,39.99,"100,000-200,000",People Can Fly,Gearbox Publishing,469.0,234.0,76.0,11044,Shooter,M,PS4,,,,0.13,0.05,0.06,,0.02,2017.0,http://www.vgchartz.com/game/158279/bulletstorm-full-clip-edition/?region=All,/games/boxart/full_1819592AmericaFrontccc.jpg
5966,Bulletstorm: Full Clip Edition,7-Apr-17,39.99,"100,000-200,000",People Can Fly,Gearbox Publishing,469.0,234.0,76.0,13255,Shooter,M,XOne,,,,0.08,0.06,0.01,,0.01,2017.0,http://www.vgchartz.com/game/158280/bulletstorm-full-clip-edition/?region=All,/games/boxart/full_6325949AmericaFrontccc.jpg
5967,Bulletstorm: Full Clip Edition,7-Apr-17,39.99,"100,000-200,000",People Can Fly,Gearbox Publishing,469.0,234.0,76.0,25480,Shooter,M,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/158278/bulletstorm-full-clip-edition/?region=All,/games/boxart/full_8471362PALFrontccc.jpg
5968,Tacoma,1-Aug-17,19.99,"100,000-200,000",Fullbright,Fullbright,0.0,0.0,76.0,47358,Adventure,,OSX,,,,,,,,,2017.0,http://www.vgchartz.com/game/84929/tacoma/?region=All,/games/boxart/default.jpg
5969,Tacoma,1-Aug-17,19.99,"100,000-200,000",Fullbright,Fullbright,0.0,0.0,76.0,47359,Adventure,,Linux,,,,,,,,,2017.0,http://www.vgchartz.com/game/84930/tacoma/?region=All,/games/boxart/default.jpg
5970,Tacoma,1-Aug-17,19.99,"100,000-200,000",Fullbright,Fullbright,0.0,0.0,76.0,47360,Adventure,M,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/84931/tacoma/?region=All,/games/boxart/full_4613691AmericaFrontccc.jpg
5971,Tacoma,1-Aug-17,19.99,"100,000-200,000",Fullbright,Fullbright,0.0,0.0,76.0,55181,Adventure,,XOne,,,,,,,,,2017.0,http://www.vgchartz.com/game/220875/tacoma/?region=All,/games/boxart/full_6355897AmericaFrontccc.jpg
5972,Old Man's Journey,17-May-17,7.99,"100,000-200,000",Broken Rules,Broken Rules,0.0,0.0,76.0,54427,Puzzle,E,NS,,8.8,,,,,,,2018.0,http://www.vgchartz.com/game/221082/old-mans-journey/?region=All,/games/boxart/full_5000651AmericaFrontccc.png
5973,Last Day of June,31-Aug-17,19.99,"100,000-200,000",Ovosonico,505 Games,0.0,0.0,75.0,54092,Adventure,,NS,,,,,,,,,2018.0,http://www.vgchartz.com/game/221444/last-day-of-june/?region=All,/games/boxart/full_6896189AmericaFrontccc.png
5974,Expeditions: Viking,27-Apr-17,29.99,"100,000-200,000",Logic Artists,THQ Nordic,0.0,0.0,74.0,53602,Strategy,,PC,,,,,,,,,,http://www.vgchartz.com/game/224451/expeditions-viking/?region=All,/games/boxart/default.jpg
5975,Kona,17-Mar-17,14.99,"100,000-200,000",Parabole,"Parabole, Ravenscourt",0.0,0.0,73.0,54069,Adventure,,NS,,,,,,,,,2018.0,http://www.vgchartz.com/game/221443/kona/?region=All,/games/boxart/full_1870144AmericaFrontccc.png
5976,Starpoint Gemini Warlords,23-May-17,34.99,"100,000-200,000",Little Green Men Games,Iceberg Interactive,0.0,0.0,73.0,11694,Strategy,,PC,,,0.11,,,,,,2017.0,http://www.vgchartz.com/game/224315/starpoint-gemini-warlords/?region=All,/games/boxart/full_6957446AmericaFrontccc.jpg
5977,Black The Fall,11-Jul-17,14.99,"100,000-200,000",Sand Sailor Studio,Square Enix,0.0,0.0,72.0,53109,Action-Adventure,E10,NS,,,,,,,,,2017.0,http://www.vgchartz.com/game/220840/black-the-fall/?region=All,/games/boxart/full_3178216AmericaFrontccc.png
5978,Beat Cop,30-Mar-17,14.99,"100,000-200,000",Pixel Crow,11 bit studios,0.0,0.0,71.0,53078,Adventure,,PC,,,,,,,,,1983.0,http://www.vgchartz.com/game/224417/beat-cop/?region=All,/games/boxart/default.jpg
5979,Snake Pass,28-Mar-17,19.99,"100,000-200,000",Sumo Digital,Curve Digital,0.0,0.0,71.0,54968,Puzzle,E,XOne,,,,,,,,,2017.0,http://www.vgchartz.com/game/220217/snake-pass/?region=All,/games/boxart/full_7418617AmericaFrontccc.jpg
5980,Snake Pass,28-Mar-17,19.99,"100,000-200,000",Sumo Digital,Curve Digital,0.0,0.0,71.0,54969,Puzzle,E,PS4,,,,,,,,,2017.0,http://www.vgchartz.com/game/220218/snake-pass/?region=All,/games/boxart/full_6159396AmericaFrontccc.jpg
5981,Snake Pass,28-Mar-17,19.99,"100,000-200,000",Sumo Digital,Curve Digital,0.0,0.0,71.0,54970,Puzzle,E,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/220219/snake-pass/?region=All,/games/boxart/full_1021901AmericaFrontccc.jpg
5982,Snake Pass,28-Mar-17,19.99,"100,000-200,000",Sumo Digital,Curve Digital,0.0,0.0,71.0,54971,Puzzle,E,NS,,,,,,,,,2017.0,http://www.vgchartz.com/game/220220/snake-pass/?region=All,/games/boxart/full_8369707AmericaFrontccc.jpg
5983,Immortal Redneck,25-Apr-17,19.95,"100,000-200,000",Crema,Crema,0.0,0.0,70.0,53925,Shooter,,XOne,,,,,,,,,2018.0,http://www.vgchartz.com/game/221251/immortal-redneck/?region=All,/games/boxart/full_2434499AmericaFrontccc.jpg
5984,Immortal Redneck,25-Apr-17,19.95,"100,000-200,000",Crema,Crema,0.0,0.0,70.0,53926,Shooter,,PS4,,,,,,,,,2018.0,http://www.vgchartz.com/game/221252/immortal-redneck/?region=All,/games/boxart/full_5703567AmericaFrontccc.jpg
5985,Immortal Redneck,25-Apr-17,19.95,"100,000-200,000",Crema,Crema,0.0,0.0,70.0,53927,Shooter,,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/221253/immortal-redneck/?region=All,/games/boxart/full_4003605AmericaFrontccc.jpg
5986,Immortal Redneck,25-Apr-17,19.95,"100,000-200,000",Crema,Crema,0.0,0.0,70.0,53928,Shooter,,NS,,,,,,,,,2018.0,http://www.vgchartz.com/game/221881/immortal-redneck/?region=All,/games/boxart/full_6330516AmericaFrontccc.png
5987,Yonder: The Cloud Catcher Chronicles,17-Jul-17,24.99,"100,000-200,000",Prideful Sloth,Prideful Sloth,0.0,0.0,70.0,15938,Action,,PS4,,,,0.04,0.03,,,0.01,2017.0,http://www.vgchartz.com/game/181517/yonder-the-cloud-catcher-chronicles/?region=All,/games/boxart/full_865521AmericaFrontccc.jpg
5988,Yonder: The Cloud Catcher Chronicles,17-Jul-17,24.99,"100,000-200,000",Prideful Sloth,Prideful Sloth,0.0,0.0,70.0,16979,Action,,NS,,,,0.03,0.02,0.0,,0.0,2018.0,http://www.vgchartz.com/game/221371/yonder-the-cloud-catcher-chronicles/?region=All,/games/boxart/full_2310315AmericaFrontccc.jpg
5989,Yonder: The Cloud Catcher Chronicles,17-Jul-17,24.99,"100,000-200,000",Prideful Sloth,Prideful Sloth,0.0,0.0,70.0,52136,Action,,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/181518/yonder-the-cloud-catcher-chronicles/?region=All,/games/boxart/full_4712057AmericaFrontccc.jpg
5990,Sudden Strike 4,11-Aug-17,29.99,"100,000-200,000",Kite Games,Kalypso Media Digital,3.0,1.0,70.0,11561,Strategy,T,PC,,,0.12,,,,,,2017.0,http://www.vgchartz.com/game/169962/sudden-strike-4/?region=All,/games/boxart/full_3934335AmericaFrontccc.jpg
5991,Sudden Strike 4,11-Aug-17,29.99,"100,000-200,000",Kite Games,Kalypso Media Digital,3.0,1.0,70.0,12414,Strategy,T,PS4,,,,0.1,0.05,0.03,0.01,0.02,2017.0,http://www.vgchartz.com/game/169963/sudden-strike-4/?region=All,/games/boxart/full_4867078AmericaFrontccc.jpg
5992,Sudden Strike 4,11-Aug-17,29.99,"100,000-200,000",Kite Games,Kalypso Media Digital,3.0,1.0,70.0,17417,Strategy,T,XOne,,,,0.02,0.02,,,0.0,2018.0,http://www.vgchartz.com/game/221493/sudden-strike-4/?region=All,/games/boxart/full_3880477AmericaFrontccc.jpg
5993,.hack//G.U. Last Recode,3-Nov-17,49.99,"100,000-200,000",CyberConnect2,BANDAI NAMCO Entertainment,3.0,1.0,69.0,7833,Role-Playing,T,PS4,,,,0.24,0.1,0.04,0.08,0.03,2017.0,http://www.vgchartz.com/game/184291/hackgu-last-recode/?region=All,/games/boxart/full_4731444AmericaFrontccc.jpg
5994,.hack//G.U. Last Recode,3-Nov-17,49.99,"100,000-200,000",CyberConnect2,BANDAI NAMCO Entertainment,3.0,1.0,69.0,21271,Role-Playing,T,PC,,,,,,,,,2018.0,http://www.vgchartz.com/game/184292/hackgu-last-recode/?region=All,/games/boxart/full_5095091AmericaFrontccc.jpg
5995,DOOM VFR,30-Nov-17,29.99,"100,000-200,000",id Software,Bethesda Softworks,0.0,0.0,69.0,4146,Shooter,M,PS4,,8.0,,0.56,0.22,0.25,,0.09,2017.0,http://www.vgchartz.com/game/213658/doom-vfr/?region=All,/games/boxart/full_3895260AmericaFrontccc.jpg
5996,DOOM VFR,30-Nov-17,29.99,"100,000-200,000",id Software,Bethesda Softworks,0.0,0.0,69.0,20396,Shooter,,PC,,,,0.0,,0.0,,0.0,2017.0,http://www.vgchartz.com/game/213657/doom-vfr/?region=All,/games/boxart/full_8053155PALFrontccc.jpg
5997,Agents of Mayhem,15-Aug-17,29.99,"100,000-200,000",Deep Silver Volition,Deep Silver,0.0,0.0,68.0,8892,Action,M,PS4,,,,0.2,0.08,0.08,,0.03,2017.0,http://www.vgchartz.com/game/117550/agents-of-mayhem/?region=All,/games/boxart/full_1502404AmericaFrontccc.jpg
5998,Agents of Mayhem,15-Aug-17,29.99,"100,000-200,000",Deep Silver Volition,Deep Silver,0.0,0.0,68.0,11925,Action,M,XOne,,,,0.11,0.07,0.03,,0.01,2017.0,http://www.vgchartz.com/game/117549/agents-of-mayhem/?region=All,/games/boxart/full_4038673AmericaFrontccc.jpg
5999,Agents of Mayhem,15-Aug-17,29.99,"100,000-200,000",Deep Silver Volition,Deep Silver,0.0,0.0,68.0,22079,Action,M,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/165626/agents-of-mayhem/?region=All,/games/boxart/full_434350AmericaFrontccc.jpg
6000,The Long Journey Home,30-May-17,7.49,"100,000-200,000",Daedalic Studio West,Daedalic Entertainment,33.0,33.0,68.0,48523,Role-Playing,,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/178958/the-long-journey-home/?region=All,/games/boxart/full_1250483AmericaFrontccc.jpeg
6001,Rain World,28-Mar-17,19.99,"100,000-200,000",Videocult,Adult Swim Games,0.0,0.0,66.0,42345,Misc,,Linux,,,,,,,,,2015.0,http://www.vgchartz.com/game/81379/rain-world/?region=All,/games/boxart/default.jpg
6002,Rain World,28-Mar-17,19.99,"100,000-200,000",Videocult,Adult Swim Games,0.0,0.0,66.0,42346,Misc,,OSX,,,,,,,,,2015.0,http://www.vgchartz.com/game/81380/rain-world/?region=All,/games/boxart/default.jpg
6003,Rain World,28-Mar-17,19.99,"100,000-200,000",Videocult,Adult Swim Games,0.0,0.0,66.0,42347,Misc,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/81381/rain-world/?region=All,/games/boxart/default.jpg
6004,Urban Empire,20-Jan-17,29.99,"100,000-200,000",Reborn Games,Kalypso Media Digital,0.0,0.0,62.0,50434,Strategy,,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/153596/urban-empire/?region=All,/games/boxart/full_1885088AmericaFrontccc.jpeg
6005,Sonic Forces,7-Nov-17,39.99,"100,000-200,000","Sonic Team, Hardlight",SEGA,0.0,0.0,56.0,3216,Platform,E10,NS,5.4,,,0.74,0.39,0.27,0.01,0.06,2017.0,http://www.vgchartz.com/game/194444/sonic-forces/?region=All,/games/boxart/full_3237893AmericaFrontccc.jpg
6006,Sonic Forces,7-Nov-17,39.99,"100,000-200,000","Sonic Team, Hardlight",SEGA,0.0,0.0,56.0,4163,Platform,E10,PS4,,,,0.56,0.15,0.31,0.01,0.09,2017.0,http://www.vgchartz.com/game/194443/sonic-forces/?region=All,/games/boxart/full_841464AmericaFrontccc.jpg
6007,Sonic Forces,7-Nov-17,39.99,"100,000-200,000","Sonic Team, Hardlight",SEGA,0.0,0.0,56.0,6975,Platform,E10,XOne,,,,0.29,0.15,0.11,,0.03,2017.0,http://www.vgchartz.com/game/194442/sonic-forces/?region=All,/games/boxart/full_5027641AmericaFrontccc.jpg
6008,Sonic Forces,7-Nov-17,39.99,"100,000-200,000","Sonic Team, Hardlight",SEGA,0.0,0.0,56.0,45457,Platform,E10,PC,,,,,,,,,2018.0,http://www.vgchartz.com/game/194445/sonic-forces/?region=All,/games/boxart/full_1535444AmericaFrontccc.jpg
6009,FlatOut 4: Total Insanity,4-Apr-17,5.99,"100,000-200,000",Kylotonn,Strategy First,0.0,0.0,52.0,18156,Racing,T,PS4,,,,0.02,0.01,,,0.0,2017.0,http://www.vgchartz.com/game/85848/flatout-4-total-insanity/?region=All,/games/boxart/full_3103330AmericaFrontccc.jpg
6010,FlatOut 4: Total Insanity,4-Apr-17,5.99,"100,000-200,000",Kylotonn,Strategy First,0.0,0.0,52.0,18579,Racing,T,XOne,,,,0.01,0.01,,,0.0,2017.0,http://www.vgchartz.com/game/85847/flatout-4-total-insanity/?region=All,/games/boxart/full_2295760AmericaFrontccc.jpg
6011,FlatOut 4: Total Insanity,4-Apr-17,5.99,"100,000-200,000",Kylotonn,Strategy First,0.0,0.0,52.0,31083,Racing,T,PC,,,,,,,,,2017.0,http://www.vgchartz.com/game/85849/flatout-4-total-insanity/?region=All,/games/boxart/full_5804818AmericaFrontccc.jpg
6012,Syberia 3,13-Nov-17,29.99,"100,000-200,000",Microids,Microids,0.0,0.0,51.0,55177,Adventure,,NS,,,,,,,,,2018.0,http://www.vgchartz.com/game/221586/syberia-3/?region=All,/games/boxart/full_9102584AmericaFrontccc.png
6013,NeverEnd,16-Feb-17,1.99,"100,000-200,000",Duck,Sometimes You,0.0,0.0,44.0,9048,Role-Playing,T,PC,,,0.19,,,,,,2006.0,http://www.vgchartz.com/game/21717/neverend/?region=All,/games/boxart/2561702ccc.jpg
6014,Hello Neighbor,8-Dec-17,29.99,"100,000-200,000",Dynamic Pixels,tinyBuild,178.0,89.0,38.0,5238,Action,E10,XOne,,,,0.42,0.27,0.11,,0.04,2017.0,http://www.vgchartz.com/game/213698/hello-neighbor/?region=All,/games/boxart/full_3771758AmericaFrontccc.jpg
6015,Hello Neighbor,8-Dec-17,29.99,"100,000-200,000",Dynamic Pixels,tinyBuild,178.0,89.0,38.0,6006,Action,E10,PS4,,,,0.35,0.13,0.16,,0.06,2018.0,http://www.vgchartz.com/game/221215/hello-neighbor/?region=All,/games/boxart/full_904552AmericaFrontccc.png
6016,Hello Neighbor,8-Dec-17,29.99,"100,000-200,000",Dynamic Pixels,tinyBuild,178.0,89.0,38.0,7842,Action,E10,NS,,,,0.24,0.12,0.1,,0.02,2018.0,http://www.vgchartz.com/game/221089/hello-neighbor/?region=All,/games/boxart/full_5676418AmericaFrontccc.jpg
6017,Hello Neighbor,8-Dec-17,29.99,"100,000-200,000",Dynamic Pixels,tinyBuild,178.0,89.0,38.0,20201,Action,E10,PC,,,,0.0,,0.0,,0.0,2017.0,http://www.vgchartz.com/game/213699/hello-neighbor/?region=All,/games/boxart/full_48812PALFrontccc.jpg
6018,Space Pirates And Zombies 2,7-Nov-17,19.99,"100,000-200,000",MinMax Games Ltd.,MinMax Games Ltd.,1589.0,529.0,,12398,Strategy,,PC,,,0.1,,,,,,2017.0,http://www.vgchartz.com/game/224149/space-pirates-and-zombies-2/?region=All,/games/boxart/full_3633961AmericaFrontccc.jpg
6019,Tap Adventure: Time Travel,3-Mar-17,,"100,000-200,000",Avallon Alliance,Panoramik inc,0.0,0.0,,55196,Role-Playing,,PC,,,,,,,,,,http://www.vgchartz.com/game/224409/tap-adventure-time-travel/?region=All,/games/boxart/default.jpg
6020,Red Death,23-Mar-17,0.99,"100,000-200,000","Panda Indie Studio, WrathSchneider",New Reality Games,0.0,0.0,,8299,Shooter,,PC,,,0.22,,,,,,1999.0,http://www.vgchartz.com/game/223675/red-death/?region=All,/games/boxart/full_3782228AmericaFrontccc.jpg
6021,Last Tale,16-Mar-17,0.99,"100,000-200,000","YarGri, EHTechnology","YarGri, EHTechnology",0.0,0.0,,9766,Action,,PC,,,0.17,,,,,,2008.0,http://www.vgchartz.com/game/223861/last-tale/?region=All,/games/boxart/full_3438697AmericaFrontccc.jpg
6022,Desolate Wastes: Vendor Chronicles,21-Jul-17,1.99,"100,000-200,000",Rotatipyra,New Reality Games,31.0,10.0,,7323,Action,,PC,,,0.27,,,,,,2014.0,http://www.vgchartz.com/game/223620/desolate-wastes-vendor-chronicles/?region=All,/games/boxart/full_1896608AmericaFrontccc.jpg
6023,Hell Girls,12-Jan-17,1.99,"100,000-200,000",Athena Works,Paradise Project,0.0,0.0,,9911,Puzzle,,PC,,,0.16,,,,,,2010.0,http://www.vgchartz.com/game/223887/hell-girls/?region=All,/games/boxart/full_6784640AmericaFrontccc.jpg
6024,SimAirport,6-Mar-17,19.99,"100,000-200,000",LVGameDev LLC,LVGameDev LLC,0.0,0.0,,12116,Simulation,,PC,,,0.11,,,,,,2017.0,http://www.vgchartz.com/game/224207/simairport/?region=All,/games/boxart/full_465331AmericaFrontccc.jpg
6025,ZRoll,17-Apr-17,0.49,"100,000-200,000","KxONE, Andrew Drumov, starmops",Bitlock Studio,681.0,227.0,,8070,Platform,,PC,,,0.23,,,,,,2017.0,http://www.vgchartz.com/game/223653/zroll/?region=All,/games/boxart/full_4965058AmericaFrontccc.jpg
6026,UltraGoodness,2-Jun-17,5.99,"100,000-200,000",Rasul Mono,Rasul Mono,0.0,0.0,,10333,Action,,PC,,,0.15,,,,,,2013.0,http://www.vgchartz.com/game/224062/ultragoodness/?region=All,/games/boxart/full_4927016AmericaFrontccc.jpg
6027,Mad Dagger,1-Apr-17,0.99,"100,000-200,000",YarGri,YarGri,0.0,0.0,,9885,Action-Adventure,,PC,,,0.16,,,,,,2003.0,http://www.vgchartz.com/game/223884/mad-dagger/?region=All,/games/boxart/full_4924943AmericaFrontccc.jpg
6028,Cat Goes Platform,17-Mar-17,1.99,"100,000-200,000",Void games,!Lim studio,0.0,0.0,,7216,Platform,,PC,,,0.27,,,,,,2012.0,http://www.vgchartz.com/game/223618/cat-goes-platform/?region=All,/games/boxart/full_3267063AmericaFrontccc.jpg
6029,Colony Survival,16-Jun-17,19.99,"100,000-200,000",Pipliz,Pipliz,0.0,0.0,,53277,Strategy,,PC,,,,,,,,,2018.0,http://www.vgchartz.com/game/224447/colony-survival/?region=All,/games/boxart/default.jpg
6030,Sine Mora EX,8-Aug-17,9.99,"100,000-200,000","Digital Reality, Grasshopper Manufacture, Gyroscope Games",HandyGames,0.0,0.0,,14723,Action,M,PS4,,,,0.06,0.03,0.01,,0.01,2017.0,http://www.vgchartz.com/game/178957/sine-mora-ex/?region=All,/games/boxart/full_8434540AmericaFrontccc.png
6031,Sine Mora EX,8-Aug-17,9.99,"100,000-200,000","Digital Reality, Grasshopper Manufacture, Gyroscope Games",HandyGames,0.0,0.0,,15762,Action,M,NS,8.0,,,0.04,,0.04,,0.0,2017.0,http://www.vgchartz.com/game/178955/sine-mora-ex/?region=All,/games/boxart/full_6562379AmericaFrontccc.jpg
