,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,Rank,Genre,ESRB_Rating,Platform,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,url,img_url
4314,Hook,25-Jan-15,0.99,"200,000-500,000","Maciej Targoni, Wojciech Wasiak",Maciej Targoni,0.0,0.0,,33714,Platform,,GEN,,,,,,,,,1992.0,http://www.vgchartz.com/game/32540/hook/?region=All,/games/boxart/full_4884846AmericaFrontccc.jpg
4315,King's Quest,28-Jul-15,24.99,"200,000-500,000",The Odd Gentlemen,Sierra,0.0,0.0,,35400,Adventure,,PC,,,,,,,,,1984.0,http://www.vgchartz.com/game/53060/kings-quest/?region=All,/games/boxart/full_kings-quest_715AmericaFront.jpg
4316,King's Quest,28-Jul-15,24.99,"200,000-500,000",The Odd Gentlemen,Sierra,0.0,0.0,,54046,Adventure,E10,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/223209/kings-quest/?region=All,/games/boxart/full_9109746AmericaFrontccc.jpg
4317,King's Quest,28-Jul-15,24.99,"200,000-500,000",The Odd Gentlemen,Sierra,0.0,0.0,,54052,Adventure,,PC,,,,,,,,,,http://www.vgchartz.com/game/220201/kings-quest/?region=All,/games/boxart/default.jpg
4318,Labyronia RPG 2,28-Aug-15,1.99,"200,000-500,000",Labyrinthine,Epic Quest Games,0.0,0.0,,8907,Role-Playing,,PC,,,0.2,,,,,,2001.0,http://www.vgchartz.com/game/223745/labyronia-rpg-2/?region=All,/games/boxart/full_9136907AmericaFrontccc.jpg
4319,GUILTY GEAR Xrd -SIGN-,9-Dec-15,29.99,"100,000-200,000",Arc System Works,Arc System Works,0.0,0.0,84.0,53811,Fighting,,PC,,,,,,,,,2019.0,http://www.vgchartz.com/game/224398/guilty-gear-xrd-sign-/?region=All,/games/boxart/default.jpg
4320,Kero Blaster,11-Nov-15,9.99,"100,000-200,000",Studio Pixel,AGM PLAYISM,0.0,0.0,82.0,35232,Action,,PC,,,,,,,,,2014.0,http://www.vgchartz.com/game/80779/kero-blaster/?region=All,/games/boxart/default.jpg
4321,Kero Blaster,11-Nov-15,9.99,"100,000-200,000",Studio Pixel,AGM PLAYISM,0.0,0.0,82.0,54032,Action,,NS,,,,,,,,,,http://www.vgchartz.com/game/222665/kero-blaster/?region=All,/games/boxart/full_3589834AmericaFrontccc.png
4322,Kero Blaster,11-Nov-15,9.99,"100,000-200,000",Studio Pixel,AGM PLAYISM,0.0,0.0,82.0,54033,Action,,PS4,,,,,,,,,,http://www.vgchartz.com/game/222666/kero-blaster/?region=All,/games/boxart/default.jpg
4323,Technobabylon,15-May,14.99,"100,000-200,000",Technocrat Games,Wadjet Eye Games,0.0,0.0,82.0,55201,Adventure,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/220230/technobabylon/?region=All,/games/boxart/full_6148834AmericaFrontccc.png
4324,"Guns, Gore & Cannoli",30-Apr-15,9.99,"100,000-200,000","Crazy Monkey Studios, Claeysbrothers",Crazy Monkey Studios,0.0,0.0,80.0,53827,Action,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/221312/guns-gore-amp-cannoli/?region=All,/games/boxart/full_9803542AmericaFrontccc.png
4325,"Guns, Gore & Cannoli",30-Apr-15,9.99,"100,000-200,000","Crazy Monkey Studios, Claeysbrothers",Crazy Monkey Studios,0.0,0.0,80.0,53828,Platform,,NS,,,,,,,,,2017.0,http://www.vgchartz.com/game/221330/guns-gore-amp-cannoli/?region=All,/games/boxart/full_7412841AmericaFrontccc.png
4326,Volume,18-Aug-15,19.99,"100,000-200,000",Bithell Games,Bithell Games,0.0,0.0,80.0,50816,Action,,PSV,,,,,,,,,2016.0,http://www.vgchartz.com/game/84716/volume/?region=All,/games/boxart/full_6186594AmericaFrontccc.jpg
4327,Volume,18-Aug-15,19.99,"100,000-200,000",Bithell Games,Bithell Games,0.0,0.0,80.0,50817,Action,,PS4,,,,,,,,,2015.0,http://www.vgchartz.com/game/84717/volume/?region=All,/games/boxart/full_5330524AmericaFrontccc.jpg
4328,Volume,18-Aug-15,19.99,"100,000-200,000",Bithell Games,Bithell Games,0.0,0.0,80.0,50818,Action,,OSX,,,,,,,,,2015.0,http://www.vgchartz.com/game/84718/volume/?region=All,/games/boxart/full_3816084AmericaFrontccc.jpg
4329,Volume,18-Aug-15,19.99,"100,000-200,000",Bithell Games,Bithell Games,0.0,0.0,80.0,50819,Action,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/84719/volume/?region=All,/games/boxart/full_9071593AmericaFrontccc.jpg
4330,Odallus: The Dark Call,15-Jul-15,9.99,"100,000-200,000",JoyMasher,JoyMasher,0.0,0.0,80.0,54415,Action-Adventure,,NS,,,,,,,,,,http://www.vgchartz.com/game/223411/odallus-the-dark-call/?region=All,/games/boxart/default.jpg
4331,Odallus: The Dark Call,15-Jul-15,9.99,"100,000-200,000",JoyMasher,JoyMasher,0.0,0.0,80.0,54416,Action-Adventure,,PC,,,,,,,,,,http://www.vgchartz.com/game/223412/odallus-the-dark-call/?region=All,/games/boxart/default.jpg
4332,Odallus: The Dark Call,15-Jul-15,9.99,"100,000-200,000",JoyMasher,JoyMasher,0.0,0.0,80.0,54417,Action-Adventure,,PS4,,7.5,,,,,,,,http://www.vgchartz.com/game/223801/odallus-the-dark-call/?region=All,/games/boxart/full_7290123AmericaFrontccc.jpeg
4333,Odallus: The Dark Call,15-Jul-15,9.99,"100,000-200,000",JoyMasher,JoyMasher,0.0,0.0,80.0,54418,Action-Adventure,,XOne,,,,,,,,,,http://www.vgchartz.com/game/223802/odallus-the-dark-call/?region=All,/games/boxart/default.jpg
4334,Mushroom 11,15-Oct-15,14.99,"100,000-200,000",Untame,Untame,0.0,0.0,78.0,38632,Misc,,And,,,,,,,,,2015.0,http://www.vgchartz.com/game/80193/mushroom-11/?region=All,/games/boxart/default.jpg
4335,Mushroom 11,15-Oct-15,14.99,"100,000-200,000",Untame,Untame,0.0,0.0,78.0,38633,Misc,,OSX,,,,,,,,,2015.0,http://www.vgchartz.com/game/80195/mushroom-11/?region=All,/games/boxart/default.jpg
4336,Mushroom 11,15-Oct-15,14.99,"100,000-200,000",Untame,Untame,0.0,0.0,78.0,38634,Misc,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/80196/mushroom-11/?region=All,/games/boxart/default.jpg
4337,Deathtrap,4-Feb-15,19.99,"100,000-200,000",NeocoreGames,NeocoreGames,35.0,11.0,77.0,12400,Action,,PC,,,0.1,,,,,,2015.0,http://www.vgchartz.com/game/224148/deathtrap/?region=All,/games/boxart/full_8175400AmericaFrontccc.jpg
4338,Rebuild 3: Gangs of Deadsville,29-May-15,14.99,"100,000-200,000","Northway Games, Sarah Northway",Northway Games,0.0,0.0,75.0,11777,Strategy,,PC,,,0.11,,,,,,2015.0,http://www.vgchartz.com/game/224298/rebuild-3-gangs-of-deadsville/?region=All,/games/boxart/full_8450801AmericaFrontccc.jpg
4339,Oceanhorn: Monster of Uncharted Seas,17-Mar-15,14.99,"100,000-200,000",Cornfox & Bros.,Cornfox & Bros.,0.0,0.0,74.0,39789,Action,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/85222/oceanhorn-monster-of-uncharted-seas/?region=All,/games/boxart/default.jpg
4340,Oceanhorn: Monster of Uncharted Seas,17-Mar-15,14.99,"100,000-200,000",Cornfox & Bros.,Cornfox & Bros.,0.0,0.0,74.0,39790,Action,,XOne,,,,,,,,,2016.0,http://www.vgchartz.com/game/129253/oceanhorn-monster-of-uncharted-seas/?region=All,/games/boxart/default.jpg
4341,Oceanhorn: Monster of Uncharted Seas,17-Mar-15,14.99,"100,000-200,000",Cornfox & Bros.,Cornfox & Bros.,0.0,0.0,74.0,39791,Action,,PS4,,,,,,,,,2016.0,http://www.vgchartz.com/game/129254/oceanhorn-monster-of-uncharted-seas/?region=All,/games/boxart/default.jpg
4342,Oceanhorn: Monster of Uncharted Seas,17-Mar-15,14.99,"100,000-200,000",Cornfox & Bros.,Cornfox & Bros.,0.0,0.0,74.0,54412,Adventure,,NS,,,,,,,,,2017.0,http://www.vgchartz.com/game/221169/oceanhorn-monster-of-uncharted-seas/?region=All,/games/boxart/full_4238727AmericaFrontccc.png
4343,Thea: The Awakening,20-Nov-15,19.99,"100,000-200,000",MuHa Games,MuHa Games,0.0,0.0,73.0,9460,Strategy,,PC,,,0.18,,,,,,2008.0,http://www.vgchartz.com/game/223787/thea-the-awakening/?region=All,/games/boxart/full_1014630AmericaFrontccc.jpg
4344,Big Pharma,27-Aug-15,24.99,"100,000-200,000",Twice Circled,Positech Games,0.0,0.0,72.0,8159,Simulation,,PC,,,0.23,,,,,,2010.0,http://www.vgchartz.com/game/223659/big-pharma/?region=All,/games/boxart/full_4750533AmericaFrontccc.jpg
4345,Convoy,21-Apr-15,14.99,"100,000-200,000",Convoy Games,Indietopia Games,0.0,0.0,72.0,27009,Strategy,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/85243/convoy/?region=All,/games/boxart/full_722745AmericaFrontccc.jpg
4346,"Warhammer 40,000: Regicide",8-Sep-15,9.99,"100,000-200,000",Hammerfall Publishing,Hammerfall Publishing,0.0,0.0,72.0,51025,Strategy,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/82220/warhammer-40000-regicide/?region=All,/games/boxart/default.jpg
4347,Legends of Eisenwald,2-Jul-15,19.99,"100,000-200,000",Aterdux Entertainment,Aterdux Entertainment,0.0,0.0,71.0,11787,Strategy,,PC,,,0.11,,,,,,2015.0,http://www.vgchartz.com/game/81452/legends-of-eisenwald/?region=All,/games/boxart/full_5706552AmericaFrontccc.jpg
4348,Dead Synchronicity: Tomorrow Comes Today,10-Apr-15,9.99,"100,000-200,000",Fictiorama Studios,Daedalic Entertainment,0.0,0.0,70.0,53392,Adventure,,NS,,,,,,,,,2017.0,http://www.vgchartz.com/game/221310/dead-synchronicity-tomorrow-comes-today/?region=All,/games/boxart/full_3977554AmericaFrontccc.png
4349,Albert and Otto,28-Oct-15,4.99,"100,000-200,000",K Bros Games,K Bros Games,31.0,10.0,69.0,12240,Platform,,PC,,,0.1,,,,,,2015.0,http://www.vgchartz.com/game/224179/albert-and-otto/?region=All,/games/boxart/full_9847152AmericaFrontccc.jpg
4350,Valhalla Hills,2-Dec-15,14.99,"100,000-200,000",Funatics Software,Daedalic Entertainment,0.0,0.0,69.0,12267,Strategy,,PC,,,0.1,,,,,,2015.0,http://www.vgchartz.com/game/86255/valhalla-hills/?region=All,/games/boxart/full_1594595PALFrontccc.jpeg
4351,Bloodsports.TV,30-Mar-15,9.99,"100,000-200,000","Toadman Interactive, Fatshark",Fatshark,0.0,0.0,69.0,24858,Action,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/85297/bloodsportstv/?region=All,/games/boxart/default.jpg
4352,Fairy Fencer F,4-Aug-15,19.99,"100,000-200,000","Idea Factory, Compile Heart",Idea Factory International,0.0,0.0,66.0,9122,Role-Playing,T,PS3,,,,0.19,0.05,0.03,0.09,0.02,2014.0,http://www.vgchartz.com/game/74952/fairy-fencer-f/?region=All,/games/boxart/full_1592574AmericaFrontccc.jpg
4353,Fairy Fencer F,4-Aug-15,19.99,"100,000-200,000","Idea Factory, Compile Heart",Idea Factory International,0.0,0.0,66.0,10788,Role-Playing,T,PC,,,0.14,,,,,,2015.0,http://www.vgchartz.com/game/85818/fairy-fencer-f/?region=All,/games/boxart/full_3623490AmericaFrontccc.jpg
4354,Citizens of Earth,20-Jan-15,14.99,"100,000-200,000",Eden Industries,SEGA,0.0,0.0,66.0,26545,Misc,,3DS,,,,,,,,,2015.0,http://www.vgchartz.com/game/81003/citizens-of-earth/?region=All,/games/boxart/default.jpg
4355,Citizens of Earth,20-Jan-15,14.99,"100,000-200,000",Eden Industries,SEGA,0.0,0.0,66.0,26546,Misc,,WiiU,,,,,,,,,2015.0,http://www.vgchartz.com/game/81004/citizens-of-earth/?region=All,/games/boxart/default.jpg
4356,Citizens of Earth,20-Jan-15,14.99,"100,000-200,000",Eden Industries,SEGA,0.0,0.0,66.0,26547,Misc,,PS4,,,,,,,,,2015.0,http://www.vgchartz.com/game/81005/citizens-of-earth/?region=All,/games/boxart/default.jpg
4357,Citizens of Earth,20-Jan-15,14.99,"100,000-200,000",Eden Industries,SEGA,0.0,0.0,66.0,26548,Misc,,PSV,,,,,,,,,2015.0,http://www.vgchartz.com/game/81006/citizens-of-earth/?region=All,/games/boxart/default.jpg
4358,Citizens of Earth,20-Jan-15,14.99,"100,000-200,000",Eden Industries,SEGA,0.0,0.0,66.0,26549,Misc,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/81007/citizens-of-earth/?region=All,/games/boxart/default.jpg
4359,The Escapists: The Walking Dead,30-Sep-15,17.99,"100,000-200,000",Team17 Digital Ltd,Team17 Digital Ltd,359.0,119.0,66.0,19775,Action,,PS4,,,,0.01,,0.0,,0.0,2016.0,http://www.vgchartz.com/game/86443/the-escapists-the-walking-dead/?region=All,/games/boxart/full_3243657PALFrontccc.jpg
4360,The Escapists: The Walking Dead,30-Sep-15,17.99,"100,000-200,000",Team17 Digital Ltd,Team17 Digital Ltd,359.0,119.0,66.0,48154,Action,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/85960/the-escapists-the-walking-dead/?region=All,/games/boxart/full_1897798PALFrontccc.jpg
4361,The Escapists: The Walking Dead,30-Sep-15,17.99,"100,000-200,000",Team17 Digital Ltd,Team17 Digital Ltd,359.0,119.0,66.0,48155,Action,,XOne,,,,,,,,,2015.0,http://www.vgchartz.com/game/85961/the-escapists-the-walking-dead/?region=All,/games/boxart/full_1539171PALFrontccc.jpg
4362,Hot Tin Roof: The Cat That Wore A Fedora,20-Feb-15,14.99,"100,000-200,000",Glass Bottom Games,Glass Bottom Games,0.0,0.0,66.0,33770,Action,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/85182/hot-tin-roof-the-cat-that-wore-a-fedora/?region=All,/games/boxart/full_3568618AmericaFrontccc.jpg
4363,Phantom Breaker: Battle Grounds,23-Jan-15,11.99,"100,000-200,000",MAGES. Inc.,Degica,0.0,0.0,64.0,9685,Action,,PC,,,0.17,,,,,,2000.0,http://www.vgchartz.com/game/223838/phantom-breaker-battle-grounds/?region=All,/games/boxart/full_8752698AmericaFrontccc.jpg
4364,Phantom Breaker: Battle Grounds,23-Jan-15,11.99,"100,000-200,000",MAGES. Inc.,Degica,0.0,0.0,64.0,40783,Fighting,,PSV,,,,,,,,,2014.0,http://www.vgchartz.com/game/83759/phantom-breaker-battle-grounds/?region=All,/games/boxart/default.jpg
4365,Grand Ages: Medieval,25-Sep-15,19.99,"100,000-200,000",Gaming Minds Studios,Kalypso Media Digital,0.0,0.0,63.0,12749,Strategy,T,PS4,,,,0.09,,0.05,0.03,0.01,2015.0,http://www.vgchartz.com/game/85932/grand-ages-medieval/?region=All,/games/boxart/full_6147181AmericaFrontccc.jpg
4366,Grand Ages: Medieval,25-Sep-15,19.99,"100,000-200,000",Gaming Minds Studios,Kalypso Media Digital,0.0,0.0,63.0,14768,Strategy,T,PC,,,,0.06,,0.05,,0.0,2015.0,http://www.vgchartz.com/game/84598/grand-ages-medieval/?region=All,/games/boxart/full_7563554AmericaFrontccc.jpg
4367,Beyond Eyes,11-Aug-15,14.99,"100,000-200,000","Tiger and Squid, Team17 Digital Ltd",Team17 Digital Ltd,0.0,0.0,60.0,24416,Adventure,,XOne,,,,,,,,,2015.0,http://www.vgchartz.com/game/85240/beyond-eyes/?region=All,/games/boxart/full_7493623AmericaFrontccc.jpg
4368,Beyond Eyes,11-Aug-15,14.99,"100,000-200,000","Tiger and Squid, Team17 Digital Ltd",Team17 Digital Ltd,0.0,0.0,60.0,24417,Adventure,,PS4,,,,,,,,,2015.0,http://www.vgchartz.com/game/85241/beyond-eyes/?region=All,/games/boxart/full_2083348AmericaFrontccc.jpeg
4369,Beyond Eyes,11-Aug-15,14.99,"100,000-200,000","Tiger and Squid, Team17 Digital Ltd",Team17 Digital Ltd,0.0,0.0,60.0,24418,Adventure,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/85242/beyond-eyes/?region=All,/games/boxart/full_6234678AmericaFrontccc.jpeg
4370,A Fistful of Gun,23-Sep-15,12.99,"100,000-200,000",FarmerGnome,Devolver Digital,0.0,0.0,60.0,21244,Action,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/84473/a-fistful-of-gun/?region=All,/games/boxart/full_9405901AmericaFrontccc.jpg
4371,Tengami,15-Jan-15,4.99,"100,000-200,000",Nyamyam,Nyamyam,0.0,0.0,57.0,47742,Misc,,OSX,,,,,,,,,2015.0,http://www.vgchartz.com/game/78877/tengami/?region=All,/games/boxart/default.jpg
4372,Tengami,15-Jan-15,4.99,"100,000-200,000",Nyamyam,Nyamyam,0.0,0.0,57.0,47743,Misc,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/78878/tengami/?region=All,/games/boxart/default.jpg
4373,Tengami,15-Jan-15,4.99,"100,000-200,000",Nyamyam,Nyamyam,0.0,0.0,57.0,47744,Misc,,WiiU,,,,,,,,,2015.0,http://www.vgchartz.com/game/78879/tengami/?region=All,/games/boxart/default.jpg
4374,Bedlam,13-Oct-15,12.99,"100,000-200,000",RedBedlam,KISS ltd,0.0,0.0,54.0,24323,Action,,PS,,,,,,,,,1997.0,http://www.vgchartz.com/game/17352/bedlam/?region=All,/games/boxart/full_9926178PALFrontccc.jpg
4375,Bedlam,13-Oct-15,12.99,"100,000-200,000",RedBedlam,KISS ltd,0.0,0.0,54.0,24324,Action,T,PC,,,,,,,,,1996.0,http://www.vgchartz.com/game/30030/bedlam/?region=All,/games/boxart/full_2961462AmericaFrontccc.jpg
4376,theHunter: Primal,31-Mar-15,,"100,000-200,000","Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",0.0,0.0,49.0,8618,Action,,PC,,,0.21,,,,,,2015.0,http://www.vgchartz.com/game/85323/thehunter-primal/?region=All,/games/boxart/full_2051323AmericaFrontccc.jpg
4377,Cities XXL,5-Feb-15,9.99,"100,000-200,000",Focus Home Interactive,Focus Home Interactive,0.0,0.0,47.0,12134,Simulation,,PC,,,0.11,,,,,,2015.0,http://www.vgchartz.com/game/85135/cities-xxl/?region=All,/games/boxart/full_7368250PALFrontccc.jpg
4378,Cataegis : The White Wind,25-Sep-15,4.99,"100,000-200,000",Acido Cinza,KISS ltd,0.0,0.0,,53222,Action,,PC,,,,,,,,,2018.0,http://www.vgchartz.com/game/224437/cataegis-the-white-wind/?region=All,/games/boxart/default.jpg
4379,Golden Rush,23-Sep-15,,"100,000-200,000",Forbes Consult Ltd,ELYLAND INVESTMENT COMPANY Ltd,0.0,0.0,,53781,Action,,PC,,,,,,,,,2019.0,http://www.vgchartz.com/game/224375/golden-rush/?region=All,/games/boxart/default.jpg
4380,Reassembly,19-Feb-15,14.99,"100,000-200,000",Anisoptera Games,Indie Voyage,0.0,0.0,,10424,Action,,PC,,,0.15,,,,,,2015.0,http://www.vgchartz.com/game/85183/reassembly/?region=All,/games/boxart/full_151516AmericaFrontccc.jpg
4381,12 Labours of Hercules III: Girl Power,7-Aug-15,2.99,"100,000-200,000","Jetdogs Studios, Zoom Out Games",Jetdogs Studios,0.0,0.0,,11855,Strategy,,PC,,,0.11,,,,,,2015.0,http://www.vgchartz.com/game/224268/12-labours-of-hercules-iii-girl-power/?region=All,/games/boxart/full_5426855AmericaFrontccc.jpg
4382,Over 9000 Zombies!,25-Feb-15,1.99,"100,000-200,000",Loren Lemcke,Loren Lemcke,0.0,0.0,,40238,Action,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/83123/over-9000-zombies/?region=All,/games/boxart/full_528140AmericaFrontccc.jpg
4383,Putrefaction,7-Aug-15,0.99,"100,000-200,000",Kazakov Oleg,Kazakov Oleg,0.0,0.0,,12217,Shooter,,PC,,,0.1,,,,,,2015.0,http://www.vgchartz.com/game/224192/putrefaction/?region=All,/games/boxart/full_1147307AmericaFrontccc.jpg
4384,Garden Rescue,2-Feb-15,3.99,"100,000-200,000",Rainbow Games,Rainbow Games,0.0,0.0,,53751,Strategy,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/224318/garden-rescue/?region=All,/games/boxart/full_2942811AmericaFrontccc.jpg
4385,Trouble In The Manor,1-Jul-15,0.99,"100,000-200,000",Charyb Games,Charyb Games,0.0,0.0,,7178,Action,,PC,,,0.27,,,,,,2020.0,http://www.vgchartz.com/game/223606/trouble-in-the-manor/?region=All,/games/boxart/full_1628529AmericaFrontccc.jpg
4386,Shark Attack Deathmatch 2,28-Jun-15,4.99,"100,000-200,000",Lighthouse Games Studio,Lighthouse Games Studio,0.0,0.0,,11628,Action,,PC,,,0.12,,,,,,2015.0,http://www.vgchartz.com/game/224326/shark-attack-deathmatch-2/?region=All,/games/boxart/full_1743921AmericaFrontccc.jpg
4387,Sky Force Anniversary,30-Apr-15,9.99,"100,000-200,000",Infinite Dreams,Infinite Dreams,0.0,0.0,,54935,Shooter,,PSN,,,,,,,,,2016.0,http://www.vgchartz.com/game/223099/sky-force-anniversary/?region=All,/games/boxart/full_2140587AmericaFrontccc.jpg
4388,Sky Force Anniversary,30-Apr-15,9.99,"100,000-200,000",Infinite Dreams,Infinite Dreams,0.0,0.0,,54936,Shooter,,PS4,,,,,,,,,2016.0,http://www.vgchartz.com/game/223100/sky-force-anniversary/?region=All,/games/boxart/full_854773AmericaFrontccc.jpg
4389,Sky Force Anniversary,30-Apr-15,9.99,"100,000-200,000",Infinite Dreams,Infinite Dreams,0.0,0.0,,54937,Shooter,,PSV,,,,,,,,,2016.0,http://www.vgchartz.com/game/223101/sky-force-anniversary/?region=All,/games/boxart/full_295515AmericaFrontccc.jpg
4390,Sky Force Anniversary,30-Apr-15,9.99,"100,000-200,000",Infinite Dreams,Infinite Dreams,0.0,0.0,,54938,Shooter,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/223102/sky-force-anniversary/?region=All,/games/boxart/full_824433AmericaFrontccc.jpg
4391,Sky Force Anniversary,30-Apr-15,9.99,"100,000-200,000",Infinite Dreams,Infinite Dreams,0.0,0.0,,54939,Shooter,,XOne,,,,,,,,,2016.0,http://www.vgchartz.com/game/223103/sky-force-anniversary/?region=All,/games/boxart/full_4849393AmericaFrontccc.jpeg
4392,Sky Force Anniversary,30-Apr-15,9.99,"100,000-200,000",Infinite Dreams,Infinite Dreams,0.0,0.0,,54940,Shooter,,NS,,,,,,,,,2018.0,http://www.vgchartz.com/game/223104/sky-force-anniversary/?region=All,/games/boxart/full_8018847AmericaFrontccc.jpg
4393,Sky Force Anniversary,30-Apr-15,9.99,"100,000-200,000",Infinite Dreams,Infinite Dreams,0.0,0.0,,54941,Shooter,,WiiU,,,,,,,,,2017.0,http://www.vgchartz.com/game/223105/sky-force-anniversary/?region=All,/games/boxart/full_9061788AmericaFrontccc.jpg
4394,Incitement 3,19-Aug-15,8.99,"100,000-200,000",Astronomic Games,New Reality Games,0.0,0.0,,7066,Role-Playing,,PC,,,0.28,,,,,,2007.0,http://www.vgchartz.com/game/223595/incitement-3/?region=All,/games/boxart/full_3592175AmericaFrontccc.jpg
4395,Game Corp DX,2-Oct-15,2.99,"100,000-200,000",Endless Loop Studios,Endless Loop Studios,0.0,0.0,,11884,Simulation,,PC,,,0.11,,,,,,2015.0,http://www.vgchartz.com/game/224264/game-corp-dx/?region=All,/games/boxart/full_4280654AmericaFrontccc.jpg
4396,fault - milestone two side:above,8-Sep-15,14.99,"100,000-200,000",ALICE IN DISSONANCE,Sekai Project,0.0,0.0,,53637,Visual Novel,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/224239/fault-milestone-two-sideabove/?region=All,/games/boxart/full_1332883AmericaFrontccc.png
4397,Ben and Ed,8-Dec-15,9.99,"100,000-200,000",Sluggerfly,Sluggerfly,0.0,0.0,,53085,Platform,,PC,,,,,,,,,1982.0,http://www.vgchartz.com/game/224370/ben-and-ed/?region=All,/games/boxart/default.jpg
4398,Two Digits,22-May-15,1.99,"100,000-200,000",Cleverweek,Cleverweek,0.0,0.0,,10297,Puzzle,,PC,,,0.15,,,,,,2005.0,http://www.vgchartz.com/game/224025/two-digits/?region=All,/games/boxart/full_1795174AmericaFrontccc.jpg
4399,Knights of Pen and Paper 2,20-Oct-15,7.99,"100,000-200,000",Kyy Games,Paradox Interactive,0.0,0.0,,12369,Role-Playing,,PC,,,0.1,,,,,,2015.0,http://www.vgchartz.com/game/224152/knights-of-pen-and-paper-2/?region=All,/games/boxart/full_1484899AmericaFrontccc.jpg
4400,Sun Blast: Star Fighter,2-Apr-15,0.49,"100,000-200,000",OBLONE Software,EQ Games,0.0,0.0,,55115,Shooter,,PC,,,,,,,,,,http://www.vgchartz.com/game/224512/sun-blast-star-fighter/?region=All,/games/boxart/default.jpg
4401,Dinosaur Hunt,17-Sep-15,0.49,"100,000-200,000",Racing Bros,ANPA.US,0.0,0.0,,53465,Shooter,,PC,,,,,,,,,,http://www.vgchartz.com/game/224443/dinosaur-hunt/?region=All,/games/boxart/default.jpg
4402,Monstrum,20-May-15,17.99,"100,000-200,000",Team Junkfish,Junkfish Limited,0.0,0.0,,54265,Action-Adventure,,PS4,,,,,,,,,2019.0,http://www.vgchartz.com/game/222654/monstrum/?region=All,/games/boxart/full_2087757AmericaFrontccc.jpg
4403,Monstrum,20-May-15,17.99,"100,000-200,000",Team Junkfish,Junkfish Limited,0.0,0.0,,54266,Action-Adventure,,XOne,,,,,,,,,2019.0,http://www.vgchartz.com/game/222655/monstrum/?region=All,/games/boxart/full_2700645AmericaFrontccc.jpg
4404,Monstrum,20-May-15,17.99,"100,000-200,000",Team Junkfish,Junkfish Limited,0.0,0.0,,54267,Action-Adventure,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/222656/monstrum/?region=All,/games/boxart/full_5397777AmericaFrontccc.jpg
4405,Krosmaster Arena,9-Nov-15,,"100,000-200,000",Ankama Studio,Ankama Games,0.0,0.0,,54079,Strategy,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/224206/krosmaster-arena/?region=All,/games/boxart/full_1183620AmericaFrontccc.jpg
4406,Dreaming Sarah,12-Mar-15,5.99,"100,000-200,000","Asteristic Game Studio, Anthony Septim",Asteristic Game Studio,0.0,0.0,,8095,Platform,,PC,,,0.23,,,,,,1998.0,http://www.vgchartz.com/game/223654/dreaming-sarah/?region=All,/games/boxart/full_8199300AmericaFrontccc.jpg
4407,Cat Goes Fishing,19-Jan-15,6.99,"100,000-200,000",Cat5Games,Nival,0.0,0.0,,53221,Simulation,,PC,,,,,,,,,2018.0,http://www.vgchartz.com/game/224481/cat-goes-fishing/?region=All,/games/boxart/default.jpg
4408,Jigoku Kisetsukan: Sense of the Seasons,12-May-15,,"100,000-200,000",Emad,Emad,0.0,0.0,,53987,Action,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/224232/jigoku-kisetsukan-sense-of-the-seasons/?region=All,/games/boxart/full_3634161AmericaFrontccc.jpg
4409,Hero of the Kingdom II,20-Feb-15,7.99,"100,000-200,000",Lonely Troops,Lonely Troops,0.0,0.0,,33379,Role-Playing,,PC,,,,,,,,,2015.0,http://www.vgchartz.com/game/85180/hero-of-the-kingdom-ii/?region=All,/games/boxart/full_2546201AmericaFrontccc.jpeg
4410,Secrets of Grindea,13-Jul-15,14.99,"100,000-200,000",Pixel Ferrets,Pixel Ferrets,0.0,0.0,,8597,Role-Playing,,PC,,,0.21,,,,,,2015.0,http://www.vgchartz.com/game/223722/secrets-of-grindea/?region=All,/games/boxart/full_3320075AmericaFrontccc.jpg
