game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,Rank,Genre,ESRB_Rating,Platform,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,url,img_url,metascore,userscore
AO International Tennis,8-May-18,24.99,"0-20,000",Big Ant Studios,Big Ant Studios,0,0,52947,Sports,,PS4,,,,,,,,,2018,http://www.vgchartz.com/game/222012/ao-international-tennis/?region=All,/games/boxart/default.jpg,50,6.1
Apex Construct,20-Mar-18,19.99,"0-20,000",Fast Travel Games,Fast Travel Games,0,0,15195,Action,E10,PS4,,,,0.05,0.04,,,0.01,2018,http://www.vgchartz.com/game/222652/apex-construct/?region=All,/games/boxart/full_8503462AmericaFrontccc.jpg,72,7
Apotheon,3-Feb-15,14.99,"200,000-500,000",Alientrap,Alientrap,0,0,9557,Platform,,PC,,,0.17,,,,,,2013,http://www.vgchartz.com/game/71786/apotheon/?region=All,/games/boxart/full_760920AmericaFrontccc.jpg,78,7.7
Apotheon,3-Feb-15,14.99,"200,000-500,000",Alientrap,Alientrap,0,0,22872,Action,,PC,,,,,,,,,2015,http://www.vgchartz.com/game/85118/apotheon/?region=All,/games/boxart/default.jpg,78,7.7
Apotheon,3-Feb-15,14.99,"200,000-500,000",Alientrap,Alientrap,0,0,22871,Platform,,PS4,,,,,,,,,2015,http://www.vgchartz.com/game/81664/apotheon/?region=All,/games/boxart/default.jpg,76,7.3
AquaNox,20-Apr-10,4.99,"100,000-200,000",THQ Nordic,THQ Nordic,0,0,22895,Simulation,T,PC,6.4,,,,,,,,2001,http://www.vgchartz.com/game/24420/aquanox/?region=All,/games/boxart/2851496ccc.jpg,67,7.7
AquaNox 2: Revelation,20-Apr-10,4.99,"100,000-200,000",THQ Nordic,THQ Nordic,0,0,22896,Simulation,M,PC,5.6,,,,,,,,2003,http://www.vgchartz.com/game/24421/aquanox-2-revelation/?region=All,/games/boxart/6563302ccc.jpg,59,7.6
Aquaria,15-Dec-08,9.99,"200,000-500,000","Bit Blot, LLC","Bit Blot, LLC",0,0,9860,Adventure,,PC,,,0.16,,,,,,2007,http://www.vgchartz.com/game/29956/aquaria/?region=All,/games/boxart/full_7794525AmericaFrontccc.jpg,82,8.1
Aragami,4-Oct-16,19.99,"200,000-500,000",Lince Works,Lince Works,0,0,6930,Action,,PC,,,0.29,,,,,,2016,http://www.vgchartz.com/game/137632/aragami/?region=All,/games/boxart/full_7915215AmericaFrontccc.jpg,71,7.2
Aragami,4-Oct-16,19.99,"200,000-500,000",Lince Works,Lince Works,0,0,15932,Action,M,PS4,,,,0.04,0.03,,,0.01,2016,http://www.vgchartz.com/game/137631/aragami/?region=All,/games/boxart/full_3749412AmericaFrontccc.jpg,71,7.1
ARK Park,21-Mar-18,39.99,"0-20,000",Snail Games,Snail Games,0,0,15274,Adventure,T,PS4,,,,0.05,0.04,,,0.01,2018,http://www.vgchartz.com/game/222434/ark-park/?region=All,/games/boxart/full_5164671AmericaFrontccc.jpg,48,4.7
ARK: Survival Evolved,27-Aug-17,49.99,"5,000,000-10,000,000","Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,620,451,304,Action-Adventure,T,PC,,,4.5,,,,,,2015,http://www.vgchartz.com/game/85651/ark-survival-evolved/?region=All,/games/boxart/full_1856885AmericaFrontccc.jpg,70,4.9
ARK: Survival Evolved,27-Aug-17,49.99,"5,000,000-10,000,000","Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,620,451,2396,Action,T,PS4,,,1,,,,,,2017,http://www.vgchartz.com/game/182658/ark-survival-evolved/?region=All,/games/boxart/full_6858122AmericaFrontccc.png,69,4.2
Armed and Dangerous,8-Jul-09,5.99,"20,000-50,000",Planet Moon Studios,"LucasArts, Lucasfilm, Disney Interactive",0,0,23067,Shooter,T,PC,,,,,,,,,2003,http://www.vgchartz.com/game/23757/armed-and-dangerous/?region=All,/games/boxart/9509825ccc.jpg,78,7.7
Armello,1-Sep-15,19.99,"500,000-1,000,000",League of Geeks,League of Geeks,0,0,17835,Strategy,E10,PS4,,,,0.02,0.02,,,0,2018,http://www.vgchartz.com/game/85914/armello/?region=All,/games/boxart/full_9934908AmericaFrontccc.jpg,74,7.1
Armello,1-Sep-15,19.99,"500,000-1,000,000",League of Geeks,League of Geeks,0,0,23074,Strategy,E10,PC,,,,,,,,,2015,http://www.vgchartz.com/game/84630/armello/?region=All,/games/boxart/full_3057192PALFrontccc.jpg,75,7
Armikrog,30-Sep-15,9.99,"50,000-100,000",Pencil Test Studios,Versus Evil,0,0,23077,Adventure,,PS4,,,,,,,,,2016,http://www.vgchartz.com/game/84889/armikrog/?region=All,/games/boxart/full_6348299AmericaFrontccc.jpeg,50,6.6
Armikrog,30-Sep-15,9.99,"50,000-100,000",Pencil Test Studios,Versus Evil,0,0,23081,Adventure,,PC,,,,,,,,,2015,http://www.vgchartz.com/game/84893/armikrog/?region=All,/games/boxart/full_9213287AmericaFrontccc.jpeg,57,5.1
Around the World in 80 Days,3-Apr-18,1.99,"0-20,000",Mzonestudio,Microïds Indie,0,0,15244,Action,E,GBA,3.5,,,0.05,0.03,0.01,,0,2004,http://www.vgchartz.com/game/14934/around-the-world-in-80-days/?region=All,/games/boxart/full_around-the-world-in-80-days_698AmericaFront.jpg,40,tbd
Ashes Cricket,15-Dec-17,24.99,"0-20,000",Big Ant Studios,Big Ant Studios,0,0,52993,Sports,,PS4,,,,,,,,,2018,http://www.vgchartz.com/game/220315/ashes-cricket/?region=All,/games/boxart/full_3860424PALFrontccc.jpg,73,7.7
Assassin's Creed Odyssey,5-Oct-18,59.99,"1,000,000-2,000,000","Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,307,175,520,Action-Adventure,M,PS4,9.5,,,3.18,1.18,1.4,0.09,0.51,2018,http://www.vgchartz.com/game/222151/assassins-creed-odyssey/?region=All,/games/boxart/full_1336415AmericaFrontccc.jpg,83,5.7
Assassin's Creed Odyssey,5-Oct-18,59.99,"1,000,000-2,000,000","Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,307,175,14559,Action-Adventure,,PC,,,,0.06,,0.06,,0,2018,http://www.vgchartz.com/game/222152/assassins-creed-odyssey/?region=All,/games/boxart/full_3593304AmericaFrontccc.png,88,5
Assassin's Creed Origins,26-Oct-17,59.99,"1,000,000-2,000,000",Ubisoft Montreal,Ubisoft,624,415,362,Action,M,PS4,,,,4.06,1.22,2.11,0.11,0.63,2017,http://www.vgchartz.com/game/181687/assassins-creed-origins/?region=All,/games/boxart/full_9947060AmericaFrontccc.jpg,81,7.2
Assassin's Creed Origins,26-Oct-17,59.99,"1,000,000-2,000,000",Ubisoft Montreal,Ubisoft,624,415,2332,Action,M,PC,,,1.03,,,,,,2017,http://www.vgchartz.com/game/181689/assassins-creed-origins/?region=All,/games/boxart/full_9843027AmericaFrontccc.jpg,84,6.7
Assassin's Creed Syndicate,18-Nov-15,39.99,"500,000-1,000,000","Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,0,0,430,Action,M,PS4,8.6,,,3.6,0.9,2.06,0.08,0.55,2015,http://www.vgchartz.com/game/85503/assassins-creed-syndicate/?region=All,/games/boxart/full_7518379AmericaFrontccc.jpg,76,6.9
Assassin's Creed Syndicate,18-Nov-15,39.99,"500,000-1,000,000","Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,0,0,7444,Action,M,PC,,,,0.26,0.15,0.09,,0.02,2015,http://www.vgchartz.com/game/85502/assassins-creed-syndicate/?region=All,/games/boxart/full_4745641AmericaFrontccc.jpg,74,6
Assault Suit Leynos,30-Aug-16,19.99,"0-20,000",Dracue Software,Rising Star Games,0,0,15459,Shooter,E10,PS4,,,,0.05,0.04,,,0.01,2016,http://www.vgchartz.com/game/129511/assault-suit-leynos/?region=All,/games/boxart/full_5416783AmericaFrontccc.jpg,67,6.7
Assetto Corsa,19-Dec-14,19.99,"1,000,000-2,000,000",Kunos Simulazioni,Kunos Simulazioni,206,137,2898,Racing,E,PC,,,0.83,,,,,,2014,http://www.vgchartz.com/game/81460/assetto-corsa/?region=All,/games/boxart/full_4314817AmericaFrontccc.png,85,8.4
Assetto Corsa,19-Dec-14,19.99,"1,000,000-2,000,000",Kunos Simulazioni,Kunos Simulazioni,206,137,13510,Racing,E,PS4,,,,0.08,,0.06,0.01,0.01,2016,http://www.vgchartz.com/game/119025/assetto-corsa/?region=All,/games/boxart/full_9585667AmericaFrontccc.jpg,73,6.1
Atelier Sophie: The Alchemist of the Mysterious Book,7-Feb-17,29.99,"50,000-100,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,0,10322,Role-Playing,T,PS4,,,,0.15,0.04,0.03,0.07,0.01,2016,http://www.vgchartz.com/game/86222/atelier-sophie-the-alchemist-of-the-mysterious-book/?region=All,/games/boxart/full_527634AmericaFrontccc.jpg,75,7.7
Atom Zombie Smasher,14-Mar-11,9.99,"50,000-100,000",Blendo Games,Blendo Games,0,0,6510,Strategy,,PC,7.2,,0.32,,,,,,2011,http://www.vgchartz.com/game/50688/atom-zombie-smasher/?region=All,/games/boxart/full_atom-zombie-smasher_498AmericaFront.jpg,75,7.1
Attack of the Earthlings,8-Feb-18,19.99,"0-20,000",Team Junkfish,Junkfish Limited,0,0,53033,Strategy,,PC,,,,,,,,,2018,http://www.vgchartz.com/game/223833/attack-of-the-earthlings/?region=All,/games/boxart/full_78153AmericaFrontccc.jpg,71,6.9
AudioSurf,15-Feb-08,9.99,"1,000,000-2,000,000",Dylan Fitterer,,0,0,1395,Misc,,PC,8.2,9,1.56,,,,,,2008,http://www.vgchartz.com/game/16788/audiosurf/?region=All,/games/boxart/full_audiosurf_414PALFront.jpg,85,8.8
Audiosurf 2,26-May-15,14.99,"200,000-500,000",Dylan Fitterer,Dylan Fitterer,0,0,6381,Music,,PC,,,0.32,,,,,,2000,http://www.vgchartz.com/game/223531/audiosurf-2/?region=All,/games/boxart/full_5941565AmericaFrontccc.jpg,76,7.1
Aura: Fate of the Ages,24-Jun-04,4.99,"50,000-100,000",Streko Graphics,THQ Nordic,0,0,23473,Adventure,E,PC,,,,,,,,,2004,http://www.vgchartz.com/game/21621/aura-fate-of-the-ages/?region=All,/games/boxart/4696360ccc.jpg,63,6
Avadon: The Black Fortress,17-Aug-11,9.99,"200,000-500,000",Spiderweb Software,Spiderweb Software,0,0,23494,Role-Playing,,PC,,,,,,,,,2011,http://www.vgchartz.com/game/46382/avadon-the-black-fortress/?region=All,/games/boxart/full_avadon-the-black-fortress_465AmericaFront.png,75,7.7
Aven Colony,25-Jul-17,7.49,"50,000-100,000",Mothership Entertainment LLC,Team17 Digital Ltd,0,0,14749,Strategy,E10,PS4,,,,0.06,0.04,0.01,,0.01,2017,http://www.vgchartz.com/game/173111/aven-colony/?region=All,/games/boxart/full_6677906AmericaFrontccc.jpg,73,6.9
Avencast: Rise of the Mage,17-Mar-10,9.99,"200,000-500,000",ClockStone Studios,Meridian4,0,0,23540,Role-Playing,,PC,7.3,,,,,,,,2007,http://www.vgchartz.com/game/28058/avencast-rise-of-the-mage/?region=All,/games/boxart/full_9013102PALFrontccc.jpg,68,7.1
Axiom Verge,14-May-15,19.99,"200,000-500,000",Thomas Happ Games LLC,Thomas Happ Games LLC,0,0,9529,Action,,PC,,,0.17,,,,,,2015,http://www.vgchartz.com/game/84585/axiom-verge/?region=All,/games/boxart/full_375249AmericaFrontccc.jpg,80,7.8
Axiom Verge,14-May-15,19.99,"200,000-500,000",Thomas Happ Games LLC,Thomas Happ Games LLC,0,0,15794,Action,,PS4,,,,0.04,0.03,,,0.01,2015,http://www.vgchartz.com/game/84587/axiom-verge/?region=All,/games/boxart/full_2713093AmericaFrontccc.jpg,84,7.9
Azure Striker Gunvolt,28-Aug-15,14.99,"50,000-100,000","INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",0,0,17301,Action,,3DS,8,,,0.02,0.02,,,0,2014,http://www.vgchartz.com/game/79782/azure-striker-gunvolt/?region=All,/games/boxart/full_9584780AmericaFrontccc.png,77,8.1
Back to Bed,6-Aug-14,5.99,"500,000-1,000,000",Bedtime Digital Games,Bedtime Digital Games,0,0,23663,Puzzle,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/84091/back-to-bed/?region=All,/games/boxart/full_270982AmericaFrontccc.jpg,57,6
Banished,18-Feb-14,19.99,"2,000,000-5,000,000",Shining Rock Software LLC,Shining Rock Software LLC,0,0,918,Misc,,PC,,,2.15,,,,,,2014,http://www.vgchartz.com/game/76325/banished/?region=All,/games/boxart/full_9962625AmericaFrontccc.jpg,73,8.2
Barrow Hill: Curse of the Ancient Circle,5-Oct-06,7.99,"0-20,000",Shadow Tor Studios,Iceberg Interactive,0,0,20178,Adventure,T,PC,,,,0,,0,,0,2006,http://www.vgchartz.com/game/40162/barrow-hill-curse-of-the-ancient-circle/?region=All,/games/boxart/full_448718AmericaFrontccc.jpg,65,7.5
Bastion,16-Aug-11,14.99,"2,000,000-5,000,000",Supergiant Games,Supergiant Games,0,0,708,Role-Playing,E10,PC,8.5,,2.58,,,,,,2011,http://www.vgchartz.com/game/50527/bastion/?region=All,/games/boxart/full_bastion_213AmericaFront.jpg,86,8.5
Batman: Arkham Knight,23-Jun-15,19.99,"1,000,000-2,000,000",Rocksteady Studios,Warner Bros. Interactive Entertainment,194,183,356,Action,M,PS4,8.1,,,4.11,1.65,1.68,0.11,0.66,2015,http://www.vgchartz.com/game/79437/batman-arkham-knight/?region=All,/games/boxart/full_2497280AmericaFrontccc.jpg,87,7.8
Batman: Arkham Knight,23-Jun-15,19.99,"1,000,000-2,000,000",Rocksteady Studios,Warner Bros. Interactive Entertainment,194,183,1628,Action,M,PC,,,1.4,,,,,,2015,http://www.vgchartz.com/game/79435/batman-arkham-knight/?region=All,/games/boxart/full_2938427PALFrontccc.jpg,70,2.9
Batman: Arkham Origins,24-Oct-13,19.99,"2,000,000-5,000,000","WB Games Montreal, Splash Damage",Warner Bros. Interactive Entertainment,108,36,788,Action-Adventure,T,PS3,,,,2.4,1.08,0.88,0.04,0.4,2013,http://www.vgchartz.com/game/71969/batman-arkham-origins/?region=All,/games/boxart/full_3120044AmericaFrontccc.jpg,76,7.7
Batman: Arkham Origins,24-Oct-13,19.99,"2,000,000-5,000,000","WB Games Montreal, Splash Damage",Warner Bros. Interactive Entertainment,108,36,1086,Action-Adventure,T,X360,,,,1.9,1.15,0.58,0,0.17,2013,http://www.vgchartz.com/game/71971/batman-arkham-origins/?region=All,/games/boxart/full_7052292AmericaFrontccc.jpg,74,7.5
Batman: Arkham Origins,24-Oct-13,19.99,"2,000,000-5,000,000","WB Games Montreal, Splash Damage",Warner Bros. Interactive Entertainment,108,36,1118,Action-Adventure,T,PC,,,1.85,,,,,,2014,http://www.vgchartz.com/game/71968/batman-arkham-origins/?region=All,/games/boxart/full_8037983AmericaFrontccc.jpg,74,7.5
Batman: Arkham VR,25-Apr-17,19.99,"100,000-200,000",Rocksteady Studios,Warner Bros. Interactive Entertainment,0,0,5619,Action,,PS4,,,,0.39,0.32,,,0.07,2016,http://www.vgchartz.com/game/124388/batman-arkham-vr/?region=All,/games/boxart/full_3507131AmericaFrontccc.png,74,7.2
Battle Brothers,24-Mar-17,29.99,"200,000-500,000",Overhype Studios,Overhype Studios,2464,821,53061,Role-Playing,,PC,,,,,,,,,2018,http://www.vgchartz.com/game/224508/battle-brothers/?region=All,/games/boxart/default.jpg,80,7.6
Battle Chasers: Nightwar,3-Oct-17,29.99,"200,000-500,000",Airship Syndicate,THQ Nordic,135,45,10461,Role-Playing,T,PC,,,0.15,,,,,,2017,http://www.vgchartz.com/game/179408/battle-chasers-nightwar/?region=All,/games/boxart/full_9976132PALFrontccc.jpg,79,7.6
Battle Chasers: Nightwar,3-Oct-17,29.99,"200,000-500,000",Airship Syndicate,THQ Nordic,135,45,14754,Role-Playing,T,PS4,,,,0.06,0.03,0.02,,0.01,2017,http://www.vgchartz.com/game/179407/battle-chasers-nightwar/?region=All,/games/boxart/full_539430AmericaFrontccc.jpg,75,6.6
Battle Worlds: Kronos,4-Nov-13,19.99,"20,000-50,000",KING Art,"KING Art, THQ Nordic",0,0,18748,Strategy,E10,PC,,,,0.01,,0.01,,0,2013,http://www.vgchartz.com/game/71901/battle-worlds-kronos/?region=All,/games/boxart/full_2784353PALFrontccc.jpg,71,7.1
BattleBlock Theater,15-May-14,14.99,"2,000,000-5,000,000",The Behemoth,The Behemoth,60,39,429,Platform,,PC,,,3.61,,,,,,2014,http://www.vgchartz.com/game/81733/battleblock-theater/?region=All,/games/boxart/full_7805728AmericaFrontccc.jpg,85,7.9
Battleborn,3-May-16,,"500,000-1,000,000",Gearbox Software,2K,52,17,4714,Shooter,,PS4,,,,0.48,0.25,0.12,0.03,0.08,2016,http://www.vgchartz.com/game/83645/battleborn/?region=All,/games/boxart/full_7576322AmericaFrontccc.png,68,6.9
Battleborn,3-May-16,,"500,000-1,000,000",Gearbox Software,2K,52,17,8879,Shooter,,PC,,,,0.2,0.12,0.06,,0.02,2016,http://www.vgchartz.com/game/83647/battleborn/?region=All,/games/boxart/full_8442658AmericaFrontccc.png,69,7.1
Battlefield: Bad Company 2,2-Mar-10,19.99,"2,000,000-5,000,000",DICE,Electronic Arts,38,12,459,Shooter,M,X360,9,9.3,,3.48,2.11,1.01,0.04,0.33,2010,http://www.vgchartz.com/game/31439/battlefield-bad-company-2/?region=All,/games/boxart/full_2180575AmericaFrontccc.jpg,88,8.6
Battlefield: Bad Company 2,2-Mar-10,19.99,"2,000,000-5,000,000",DICE,Electronic Arts,38,12,581,Shooter,M,PS3,8.9,8.8,,2.96,1.33,1.11,0.08,0.44,2010,http://www.vgchartz.com/game/31438/battlefield-bad-company-2/?region=All,/games/boxart/full_5309726AmericaFrontccc.jpg,88,8.6
Battlefield: Bad Company 2,2-Mar-10,19.99,"2,000,000-5,000,000",DICE,Electronic Arts,38,12,3290,Shooter,M,PC,8.8,,,0.72,0.19,0.53,,,2010,http://www.vgchartz.com/game/31444/battlefield-bad-company-2/?region=All,/games/boxart/full_9899020AmericaFrontccc.jpg,87,8.3
Battlefield: Bad Company 2 Vietnam,18-Dec-10,14.99,"0-20,000",DICE,Electronic Arts,0,0,24182,Shooter,M,PC,8.5,,,,,,,,2010,http://www.vgchartz.com/game/49468/battlefield-bad-company-2-vietnam/?region=All,/games/boxart/full_battlefield-bad-company-2-vietnam_91AmericaFront.jpg,86,8
Battlefleet Gothic: Armada,21-Apr-16,29.99,"200,000-500,000",Tindalos Interactive,Focus Home Interactive,0,0,6417,Strategy,,PC,,,0.32,,,,,,2016,http://www.vgchartz.com/game/96817/battlefleet-gothic-armada/?region=All,/games/boxart/full_8704033AmericaFrontccc.jpg,77,7.3
Battleship,10-Jun-13,9.99,"0-20,000","Sperasoft, Inc.",PopCap,0,0,53068,Shooter,T,X360,,,,,,,,,2012,http://www.vgchartz.com/game/223876/battleship/?region=All,/games/boxart/full_7699173AmericaFrontccc.jpg,38,1.7
Battlestations: Midway,15-Mar-07,6.99,"200,000-500,000",Eidos Interactive,Square Enix,0,0,7462,Strategy,T,X360,,,,0.26,0.21,0.02,0,0.02,2007,http://www.vgchartz.com/game/179/battlestations-midway/?region=All,/games/boxart/150014ccc.jpg,73,7.1
Battlestations: Midway,15-Mar-07,6.99,"200,000-500,000",Eidos Interactive,Square Enix,0,0,18939,Strategy,T,PC,7.7,,,0.01,,0.01,,0,2007,http://www.vgchartz.com/game/24742/battlestations-midway/?region=All,/games/boxart/280622ccc.jpg,76,7.3
Bayonetta,11-Apr-17,19.99,"500,000-1,000,000",PlatinumGames,SEGA,25,8,1916,Action,M,PS3,8.6,7.2,,1.21,0.44,0.4,0.21,0.16,2010,http://www.vgchartz.com/game/25465/bayonetta/?region=All,/games/boxart/full_3265725AmericaFrontccc.png,87,7.7
Bayonetta,11-Apr-17,19.99,"500,000-1,000,000",PlatinumGames,SEGA,25,8,2602,Action,M,X360,8.9,9.5,,0.93,0.51,0.25,0.09,0.08,2010,http://www.vgchartz.com/game/25464/bayonetta/?region=All,/games/boxart/full_1963214AmericaFrontccc.jpg,90,8.1
Bayonetta,11-Apr-17,19.99,"500,000-1,000,000",PlatinumGames,SEGA,25,8,5234,Action,,PC,,,0.42,,,,,,2017,http://www.vgchartz.com/game/221738/bayonetta/?region=All,/games/boxart/full_8239805AmericaFrontccc.jpg,90,8.2
Beat Cop,30-Mar-17,14.99,"100,000-200,000",Pixel Crow,11 bit studios,0,0,53078,Adventure,,PC,,,,,,,,,1983,http://www.vgchartz.com/game/224417/beat-cop/?region=All,/games/boxart/default.jpg,71,7.7
Beat Hazard,15-Apr-10,9.99,"500,000-1,000,000",Cold Beam Games,Cold Beam Games,0,0,3833,Shooter,,PC,,,0.6,,,,,,2010,http://www.vgchartz.com/game/44690/beat-hazard/?region=All,/games/boxart/full_63619AmericaFrontccc.jpg,70,7.2
Before the Echo,20-Oct-11,4.99,"100,000-200,000",Iridium Studios,Daybreak Game Company,0,0,10303,Music,,PC,,,0.15,,,,,,2011,http://www.vgchartz.com/game/224060/before-the-echo/?region=All,/games/boxart/full_5533471AmericaFrontccc.jpg,70,7.4
Bejeweled 3,7-Dec-10,4.99,"200,000-500,000","PopCap Games, Inc.","PopCap Games, Inc.",34,11,6214,Puzzle,E,DS,,,,0.34,0.29,0.02,,0.03,2011,http://www.vgchartz.com/game/52212/bejeweled-3/?region=All,/games/boxart/full_bejeweled-3_767AmericaFront.jpg,75,tbd
Bejeweled 3,7-Dec-10,4.99,"200,000-500,000","PopCap Games, Inc.","PopCap Games, Inc.",34,11,6804,Puzzle,E,PC,8.1,,0.3,,,,,,2010,http://www.vgchartz.com/game/48328/bejeweled-3/?region=All,/games/boxart/full_bejeweled-3_207AmericaFront.jpg,82,7.8
Bejeweled 3,7-Dec-10,4.99,"200,000-500,000","PopCap Games, Inc.","PopCap Games, Inc.",34,11,10651,Puzzle,E,X360,,,,0.14,0.13,,,0.01,2011,http://www.vgchartz.com/game/52216/bejeweled-3/?region=All,/games/boxart/full_bejeweled-3_248AmericaFront.jpg,78,8.4
Bejeweled Twist,18-Nov-08,4.99,"50,000-100,000","PopCap Games, Inc.","PopCap Games, Inc.",0,0,12546,Puzzle,E,DS,,,,0.1,,0.08,,0.01,2010,http://www.vgchartz.com/game/39328/bejeweled-twist/?region=All,/games/boxart/full_2305082AmericaFrontccc.jpg,77,tbd
Bejeweled Twist,18-Nov-08,4.99,"50,000-100,000","PopCap Games, Inc.","PopCap Games, Inc.",0,0,15196,Puzzle,E,PC,,,,0.05,0.01,0.04,,0.01,2008,http://www.vgchartz.com/game/33580/bejeweled-twist/?region=All,/games/boxart/full_1527122AmericaFrontccc.jpg,78,7.3
Betrayer,24-Mar-14,4.99,"200,000-500,000",Blackpowder Games,Blackpowder Games,0,0,8390,Action-Adventure,,PC,,,0.22,,,,,,2008,http://www.vgchartz.com/game/223685/betrayer/?region=All,/games/boxart/full_6604432AmericaFrontccc.jpg,62,7.2
Between Me and The Night,22-Jan-16,4.99,"200,000-500,000",RainDance LX,Egamea Game Studios,0,0,11970,Action-Adventure,,PC,,,0.11,,,,,,2012,http://www.vgchartz.com/game/224243/between-me-and-the-night/?region=All,/games/boxart/full_889411AmericaFrontccc.jpg,62,5.8
Beyond Divinity,27-Apr-04,5.99,"500,000-1,000,000",Larian Studios,Larian Studios,0,0,20549,Role-Playing,M,PC,,,,0,,0,,0,2004,http://www.vgchartz.com/game/25193/beyond-divinity/?region=All,/games/boxart/2518786ccc.jpg,73,7.4
Beyond Eyes,11-Aug-15,14.99,"100,000-200,000","Tiger and Squid, Team17 Digital Ltd",Team17 Digital Ltd,0,0,24417,Adventure,,PS4,,,,,,,,,2015,http://www.vgchartz.com/game/85241/beyond-eyes/?region=All,/games/boxart/full_2083348AmericaFrontccc.jpeg,52,4.6
Beyond Eyes,11-Aug-15,14.99,"100,000-200,000","Tiger and Squid, Team17 Digital Ltd",Team17 Digital Ltd,0,0,24418,Adventure,,PC,,,,,,,,,2015,http://www.vgchartz.com/game/85242/beyond-eyes/?region=All,/games/boxart/full_6234678AmericaFrontccc.jpeg,60,6.4
Big Pharma,27-Aug-15,24.99,"100,000-200,000",Twice Circled,Positech Games,0,0,8159,Simulation,,PC,,,0.23,,,,,,2010,http://www.vgchartz.com/game/223659/big-pharma/?region=All,/games/boxart/full_4750533AmericaFrontccc.jpg,72,6.3
Binary Domain,27-Apr-12,14.99,"500,000-1,000,000",Devil's Details,SEGA,0,0,6286,Action,M,PS3,,,,0.33,0.09,0.07,0.14,0.03,2012,http://www.vgchartz.com/game/48824/binary-domain/?region=All,/games/boxart/full_6171080AmericaFrontccc.jpg,72,8.2
Binary Domain,27-Apr-12,14.99,"500,000-1,000,000",Devil's Details,SEGA,0,0,9164,Action,M,X360,,,,0.19,0.09,0.07,0.02,0.02,2012,http://www.vgchartz.com/game/48825/binary-domain/?region=All,/games/boxart/full_8528418AmericaFrontccc.jpg,74,8.1
Binary Domain,27-Apr-12,14.99,"500,000-1,000,000",Devil's Details,SEGA,0,0,24517,Action,M,PC,,,,,,,,,2012,http://www.vgchartz.com/game/71594/binary-domain/?region=All,/games/boxart/full_1311875PALFrontccc.jpg,68,7.7
Bionic Commando,28-Jul-09,9.99,"200,000-500,000",Capcom,Capcom,0,0,4710,Adventure,M,PS3,7,,0.48,,,,,,2009,http://www.vgchartz.com/game/13804/bionic-commando/?region=All,/games/boxart/full_9714244AmericaFrontccc.jpg,71,7.4
Bionic Commando,28-Jul-09,9.99,"200,000-500,000",Capcom,Capcom,0,0,5782,Adventure,M,X360,7.1,8,0.38,,,,,,2009,http://www.vgchartz.com/game/13812/bionic-commando/?region=All,/games/boxart/full_5864102AmericaFrontccc.jpg,70,7.3
Bionic Commando,28-Jul-09,9.99,"200,000-500,000",Capcom,Capcom,0,0,21146,Adventure,M,PC,,,,0,,0,,0,2009,http://www.vgchartz.com/game/25165/bionic-commando/?region=All,/games/boxart/full_3781945AmericaFrontccc.jpg,69,6.5
BioShock,21-Aug-07,19.99,"2,000,000-5,000,000","2K Boston, 2K Australia",2K,0,0,622,Shooter,M,X360,9.6,9.5,,2.83,1.65,0.85,0.05,0.28,2007,http://www.vgchartz.com/game/7023/bioshock/?region=All,/games/boxart/full_9365862AmericaFrontccc.jpg,96,8.9
BioShock,21-Aug-07,19.99,"2,000,000-5,000,000","2K Boston, 2K Australia",2K,0,0,1565,Shooter,M,PS3,9.3,9.6,,1.44,0.75,0.48,0.01,0.21,2008,http://www.vgchartz.com/game/22192/bioshock/?region=All,/games/boxart/8018037ccc.jpg,94,8.7
BioShock,21-Aug-07,19.99,"2,000,000-5,000,000","2K Boston, 2K Australia",2K,0,0,1794,Shooter,M,PC,9.6,,1.29,,,,,,2007,http://www.vgchartz.com/game/7217/bioshock/?region=All,/games/boxart/7678369ccc.jpg,96,8.5
BioShock 2,9-Feb-10,,"2,000,000-5,000,000","2K Marin, 2K China, Digital Extremes, 2K Australia, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",0,0,886,Shooter,M,X360,8.6,,,2.2,1.45,0.54,0.02,0.2,2010,http://www.vgchartz.com/game/28002/bioshock-2/?region=All,/games/boxart/full_8209982AmericaFrontccc.jpg,88,8.2
