game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,Rank,Genre,ESRB_Rating,Platform,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,url,img_url,metascore,userscore
Street Fighter V,15-Feb-16,19.99,"500,000-1,000,000",Capcom,Capcom,120,40,14099,Fighting,,PC,,,,0.07,0,0.06,,0,2016,http://www.vgchartz.com/game/84928/street-fighter-v/?region=All,/games/boxart/full_2703883AmericaFrontccc.jpg,74,3.1
Street Fighter X Tekken,11-May-12,29.99,"100,000-200,000","Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0,0,2859,Fighting,T,PS3,,,,0.84,0.42,0.22,0.1,0.1,2012,http://www.vgchartz.com/game/46396/street-fighter-x-tekken/?region=All,/games/boxart/full_7964277AmericaFrontccc.png,84,5.4
Street Fighter X Tekken,11-May-12,29.99,"100,000-200,000","Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0,0,4698,Fighting,T,X360,,,,0.48,0.32,0.1,0.03,0.04,2012,http://www.vgchartz.com/game/46397/street-fighter-x-tekken/?region=All,/games/boxart/full_5965253AmericaFrontccc.jpg,83,4.4
Street Fighter X Tekken,11-May-12,29.99,"100,000-200,000","Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0,0,17670,Fighting,T,PC,,,,0.02,,0.02,,0,2012,http://www.vgchartz.com/game/64675/street-fighter-x-tekken/?region=All,/games/boxart/full_street-fighter-x-tekken_952AmericaFront.jpg,79,6.3
Strike Suit Infinity,30-Apr-13,6.99,"200,000-500,000",Born Ready Games Ltd.,Born Ready Games,0,0,55101,Action,,PC,,,,,,,,,,http://www.vgchartz.com/game/224472/strike-suit-infinity/?region=All,/games/boxart/default.jpg,66,7
Strike Suit Zero,23-Jan-13,19.99,"500,000-1,000,000",Born Ready Games Ltd.,Born Ready Games,0,0,46608,Action,,PC,,,,,,,,,2013,http://www.vgchartz.com/game/78900/strike-suit-zero/?region=All,/games/boxart/default.jpg,66,7.3
Strike Vector,28-Jan-14,11.99,"100,000-200,000",Ragequit Corporation,Ragequit Corporation,0,0,46609,Misc,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/78451/strike-vector/?region=All,/games/boxart/default.jpg,73,7.7
Styx: Master of Shadows,7-Oct-14,29.99,"500,000-1,000,000",Cyanide Studio,Focus Home Interactive,562,187,4682,Action,M,PC,,,0.49,,,,,,2014,http://www.vgchartz.com/game/78456/styx-master-of-shadows/?region=All,/games/boxart/full_9306937PALFrontccc.jpg,71,7.2
Styx: Master of Shadows,7-Oct-14,29.99,"500,000-1,000,000",Cyanide Studio,Focus Home Interactive,562,187,55104,Action,M,PS4,,,,,,,,,2014,http://www.vgchartz.com/game/220474/styx-master-of-shadows/?region=All,/games/boxart/full_2221756AmericaFrontccc.jpg,70,6.4
Styx: Shards of Darkness,14-Mar-17,39.99,"200,000-500,000",Cyanide Studio,Focus Home Interactive,0,0,10600,Action,M,PC,,,0.14,,,,,,2017,http://www.vgchartz.com/game/120415/styx-shards-of-darkness/?region=All,/games/boxart/full_6895099PALFrontccc.jpg,72,7.6
Styx: Shards of Darkness,14-Mar-17,39.99,"200,000-500,000",Cyanide Studio,Focus Home Interactive,0,0,13757,Action,M,PS4,,,,0.07,0.06,,,0.01,2017,http://www.vgchartz.com/game/120416/styx-shards-of-darkness/?region=All,/games/boxart/full_4271747AmericaFrontccc.jpg,72,7
Submerged,3-Aug-15,19.99,"200,000-500,000",Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,0,0,11808,Adventure,,PC,,,0.11,,,,,,2015,http://www.vgchartz.com/game/220457/submerged/?region=All,/games/boxart/full_4957448AmericaFrontccc.jpg,47,5
Subnautica,23-Jan-18,24.99,"2,000,000-5,000,000",Unknown Worlds Entertainment,Unknown Worlds Entertainment,17,11,606,Adventure,E10,PC,,,2.87,,,,,,2018,http://www.vgchartz.com/game/221100/subnautica/?region=All,/games/boxart/full_8354552AmericaFrontccc.jpg,87,8.3
Sudden Strike 4,11-Aug-17,29.99,"100,000-200,000",Kite Games,Kalypso Media Digital,3,1,11561,Strategy,T,PC,,,0.12,,,,,,2017,http://www.vgchartz.com/game/169962/sudden-strike-4/?region=All,/games/boxart/full_3934335AmericaFrontccc.jpg,70,7.5
Sudden Strike 4,11-Aug-17,29.99,"100,000-200,000",Kite Games,Kalypso Media Digital,3,1,12414,Strategy,T,PS4,,,,0.1,0.05,0.03,0.01,0.02,2017,http://www.vgchartz.com/game/169963/sudden-strike-4/?region=All,/games/boxart/full_4867078AmericaFrontccc.jpg,63,7.2
Sunset,21-May-15,19.99,"0-20,000",Tale of Tales,Tale of Tales,0,0,46755,Adventure,,PC,,,,,,,,,2015,http://www.vgchartz.com/game/82123/sunset/?region=All,/games/boxart/full_1510371AmericaFrontccc.jpg,66,2.8
Super Bomberman R,12-Jun-18,39.99,"0-20,000",Konami Digital Entertainment,Konami Digital Entertainment,0,0,14221,Puzzle,E10,PS4,,,,0.06,0.03,,0.03,0.01,2018,http://www.vgchartz.com/game/221491/super-bomberman-r/?region=All,/games/boxart/full_2069050AmericaFrontccc.jpg,67,5.3
Super Daryl Deluxe,10-Apr-18,19.99,"0-20,000",Dan & Gary Games,Dan & Gary Games,0,0,55130,Action-Adventure,,PS4,,,,,,,,,,http://www.vgchartz.com/game/221875/super-daryl-deluxe/?region=All,/games/boxart/default.jpg,67,5
Super Dungeon Bros,1-Nov-16,19.99,"0-20,000",React Games,"Wired Productions, THQ Nordic",0,0,16709,Action,E10,PS4,,,,0.03,0.02,,,0.01,2016,http://www.vgchartz.com/game/99494/super-dungeon-bros/?region=All,/games/boxart/full_7436899AmericaFrontccc.jpg,43,1.9
Super Meat Boy,30-Nov-10,14.99,"2,000,000-5,000,000",Team Meat,,0,0,578,Platform,T,PC,9.2,,2.97,,,,,,2010,http://www.vgchartz.com/game/39683/super-meat-boy/?region=All,/games/boxart/full_4526978PALFrontccc.jpg,87,8.3
Super Meat Boy,30-Nov-10,14.99,"2,000,000-5,000,000",Team Meat,,0,0,19846,Platform,,PS4,,,,0.01,,0,,0,2016,http://www.vgchartz.com/game/86442/super-meat-boy/?region=All,/games/boxart/full_6931231PALFrontccc.jpg,85,6.9
Super Motherload,15-Nov-13,14.99,"50,000-100,000",XGen Studios,XGen Studios,0,0,46950,Misc,,PS4,,,,,,,,,2014,http://www.vgchartz.com/game/75588/super-motherload/?region=All,/games/boxart/default.jpg,65,6.7
Superbrothers: Sword & Sworcery EP,16-Apr-12,7.99,"500,000-1,000,000","Capybara, Superbrothers, Jim Guthrie",Capybara Games,0,0,5102,Adventure,,PC,,,0.44,,,,,,2009,http://www.vgchartz.com/game/223472/superbrothers-sword-amp-sworcery-ep/?region=All,/games/boxart/full_9500911AmericaFrontccc.jpg,83,6.4
SUPERHOT,25-Feb-16,24.99,"1,000,000-2,000,000",SUPERHOT Team,SUPERHOT Team,6,4,2847,Shooter,,PC,,,0.84,,,,,,2016,http://www.vgchartz.com/game/84137/superhot/?region=All,/games/boxart/full_6195925PALFrontccc.jpg,82,7.5
SUPERHOT,25-Feb-16,24.99,"1,000,000-2,000,000",SUPERHOT Team,SUPERHOT Team,6,4,55164,Shooter,,PS4,,,,,,,,,2017,http://www.vgchartz.com/game/222719/superhot/?region=All,/games/boxart/full_7654286AmericaFrontccc.jpg,83,7.1
SUPERHOT VR,25-May-17,24.99,"200,000-500,000",SUPERHOT Team,SUPERHOT Team,0,0,10016,Shooter,,PC,,,0.16,,,,,,2017,http://www.vgchartz.com/game/223035/superhot-vr/?region=All,/games/boxart/full_6863124AmericaFrontccc.jpg,85,6.8
SUPERHOT VR,25-May-17,24.99,"200,000-500,000",SUPERHOT Team,SUPERHOT Team,0,0,55165,Shooter,,PS4,,,,,,,,,2017,http://www.vgchartz.com/game/223034/superhot-vr/?region=All,/games/boxart/full_1506043PALFrontccc.jpg,75,7.2
Supreme Commander,28-Sep-11,12.99,"1,000,000-2,000,000",Gas Powered Games,Square Enix,0,0,12943,Strategy,E10,X360,5.7,,,0.09,0.07,0.01,,0.01,2008,http://www.vgchartz.com/game/13158/supreme-commander/?region=All,/games/boxart/8764997ccc.jpg,56,6
Supreme Commander,28-Sep-11,12.99,"1,000,000-2,000,000",Gas Powered Games,Square Enix,0,0,15556,Strategy,E10,PC,8.7,,,0.04,,0.04,,0.01,2007,http://www.vgchartz.com/game/13156/supreme-commander/?region=All,/games/boxart/6428577ccc.jpg,86,8.3
Supreme Commander 2,1-Mar-10,12.99,"1,000,000-2,000,000",Gas Powered Games,Square Enix,0,0,2291,Strategy,E10,PC,7.5,,1.05,,,,,,2010,http://www.vgchartz.com/game/34946/supreme-commander-2/?region=All,/games/boxart/full_8060194AmericaFrontccc.jpg,77,6.2
Supreme Commander 2,1-Mar-10,12.99,"1,000,000-2,000,000",Gas Powered Games,Square Enix,0,0,6143,Strategy,E10,X360,8.2,,,0.34,0.23,0.09,,0.03,2010,http://www.vgchartz.com/game/34947/supreme-commander-2/?region=All,/games/boxart/full_9239679AmericaFrontccc.jpg,75,7.1
Supreme Commander: Forged Alliance,28-Sep-11,12.99,"1,000,000-2,000,000",Gas Powered Games,Square Enix,0,0,16142,Strategy,E10,PC,8.1,,,0.04,0.01,0.02,,0,2007,http://www.vgchartz.com/game/13157/supreme-commander-forged-alliance/?region=All,/games/boxart/6255949ccc.jpg,81,8.9
Supreme Ruler: Cold War,29-Jul-11,9.99,"20,000-50,000",BattleGoat Studios,BattleGoat Studios,0,0,16477,Strategy,E10,PC,,,,0.03,,0.03,,0,2011,http://www.vgchartz.com/game/50402/supreme-ruler-cold-war/?region=All,/games/boxart/default.jpg,63,6.8
Surviving Mars,15-Mar-18,29.99,"500,000-1,000,000",Haemimont Games,Paradox Interactive,630,628,15922,Simulation,,PS4,,,,0.04,0.03,,,0.01,2018,http://www.vgchartz.com/game/221364/surviving-mars/?region=All,/games/boxart/full_8186751AmericaFrontccc.jpg,73,6.1
Sword Art Online: Fatal Bullet,23-Feb-18,39.99,"500,000-1,000,000",DIMPS,BANDAI NAMCO Entertainment,294,98,6812,Role-Playing,T,PS4,,,,0.29,0.11,0.03,0.13,0.03,2018,http://www.vgchartz.com/game/203225/sword-art-online-fatal-bullet/?region=All,/games/boxart/full_9960543AmericaFrontccc.jpg,64,7.2
Sword Art Online: Fatal Bullet,23-Feb-18,39.99,"500,000-1,000,000",DIMPS,BANDAI NAMCO Entertainment,294,98,9265,Role-Playing,T,PC,,,0.18,,,,,,2018,http://www.vgchartz.com/game/203229/sword-art-online-fatal-bullet/?region=All,/games/boxart/full_803958AmericaFrontccc.jpg,61,7.6
Sword Art Online: Lost Song,12-Nov-18,19.99,"20,000-50,000",Artdink,BANDAI NAMCO Entertainment,0,0,6002,Role-Playing,,PS4,,,,0.36,0.19,0.11,,0.06,2015,http://www.vgchartz.com/game/85550/sword-art-online-lost-song/?region=All,/games/boxart/full_1742861AmericaFrontccc.jpg,63,6.2
Syberia,19-May-11,12.99,"500,000-1,000,000",Microids,Microids,0,0,10916,Adventure,T,DS,,,,0.13,0.1,0.02,,0.01,2008,http://www.vgchartz.com/game/24684/syberia/?region=All,/games/boxart/full_4359963AmericaFrontccc.jpg,52,tbd
Syberia,19-May-11,12.99,"500,000-1,000,000",Microids,Microids,0,0,16988,Adventure,T,PC,8,,,0.03,,0.02,,0,2002,http://www.vgchartz.com/game/13385/syberia/?region=All,/games/boxart/5899343ccc.jpg,82,8.5
Syberia II,19-May-11,12.99,"500,000-1,000,000",Microids,Microids,0,0,18436,Adventure,T,PC,7.5,,,0.02,,0.01,,0,2004,http://www.vgchartz.com/game/15381/syberia-ii/?region=All,/games/boxart/full_5550963AmericaFrontccc.jpg,80,8.3
Symphony,6-Aug-12,8.99,"200,000-500,000",Empty Clip Studios,Empty Clip Studios,0,0,10344,Music,,PC,,,0.15,,,,,,2015,http://www.vgchartz.com/game/224065/symphony/?region=All,/games/boxart/full_123821AmericaFrontccc.jpg,75,7.7
Tachyon Project,15-Jul-15,9.99,"0-20,000",Eclipse Games,Eclipse Games,0,0,47354,Action,,PS4,,,,,,,,,2016,http://www.vgchartz.com/game/86381/tachyon-project/?region=All,/games/boxart/full_7603107AmericaFrontccc.jpg,71,6
Tacoma,1-Aug-17,19.99,"100,000-200,000",Fullbright,Fullbright,0,0,47360,Adventure,M,PC,,,,,,,,,2017,http://www.vgchartz.com/game/84931/tacoma/?region=All,/games/boxart/full_4613691AmericaFrontccc.jpg,76,6.4
Take On Helicopters,27-Oct-11,19.99,"200,000-500,000",Bohemia Interactive,Bohemia Interactive,0,0,16809,Simulation,T,PC,,,,0.03,,0.03,,0,2011,http://www.vgchartz.com/game/66957/take-on-helicopters/?region=All,/games/boxart/full_take-on-helicopters_412AmericaFront.jpg,70,6.7
Tales of Berseria,26-Jan-17,49.99,"200,000-500,000",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,0,0,3601,Role-Playing,,PS4,,,,0.65,0.22,0.1,0.26,0.07,2017,http://www.vgchartz.com/game/86343/tales-of-berseria/?region=All,/games/boxart/full_8264080AmericaFrontccc.jpg,79,7.5
Tales of Berseria,26-Jan-17,49.99,"200,000-500,000",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,0,0,6997,Role-Playing,T,PC,,,0.28,,,,,,2018,http://www.vgchartz.com/game/86342/tales-of-berseria/?region=All,/games/boxart/full_6535922PALFrontccc.jpg,80,7
Tales of Symphonia,1-Feb-16,19.99,"200,000-500,000",BANDAI NAMCO Entertainment Inc.,BANDAI NAMCO Entertainment,0,0,2171,Role-Playing,T,GC,8.5,,,1.1,0.54,0.21,0.31,0.04,2004,http://www.vgchartz.com/game/2324/tales-of-symphonia/?region=All,/games/boxart/full_9132786AmericaFrontccc.jpg,86,9.1
Tales of Zestiria,19-Oct-15,49.99,"500,000-1,000,000",BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,0,0,5016,Role-Playing,,PS4,,,,0.45,0.18,0.16,0.04,0.07,2015,http://www.vgchartz.com/game/85654/tales-of-zestiria/?region=All,/games/boxart/full_8882583AmericaFrontccc.jpg,72,7.4
Team Fortress 2,10-Oct-07,,"50,000,000-100,000,000",Valve,Valve,336,108,20477,Shooter,M,PC,9.2,,,0,,0,,0,2008,http://www.vgchartz.com/game/14233/team-fortress-2/?region=All,/games/boxart/full_3426093AmericaFrontccc.jpg,92,9.1
Technobabylon,15-May,14.99,"100,000-200,000",Technocrat Games,Wadjet Eye Games,0,0,55201,Adventure,,PC,,,,,,,,,2015,http://www.vgchartz.com/game/220230/technobabylon/?region=All,/games/boxart/full_6148834AmericaFrontccc.png,82,7.7
Tempest 4000,17-Jul-18,19.99,"0-20,000",Llamasoft Ltd.,Atari Inc,0,0,18779,Shooter,,PS4,,,,0.01,0.01,,,0,2018,http://www.vgchartz.com/game/221962/tempest-4000/?region=All,/games/boxart/full_7606672AmericaFrontccc.jpg,75,4.4
Tennis World Tour,12-Jun-18,49.99,"0-20,000",Breakpoint,Bigben Interactive,0,0,15989,Sports,E,PS4,,,,0.04,0.03,,0.01,0.01,2018,http://www.vgchartz.com/game/220641/tennis-world-tour/?region=All,/games/boxart/full_8777205AmericaFrontccc.jpg,46,2.8
TERA,5-May-15,,"2,000,000-5,000,000","Bluehole, Inc.",En Masse Entertainment,0,0,5337,Role-Playing,M,PC,,,,0.42,0.25,0.13,,0.04,1970,http://www.vgchartz.com/game/44073/tera/?region=All,/games/boxart/full_tera_476AmericaFront.jpg,77,6.9
Terraria,16-May-11,9.99,"10,000,000-20,000,000",Re-Logic,Re-Logic,794,659,76,Platform,T,PC,8.8,,11,,,,,,2011,http://www.vgchartz.com/game/51349/terraria/?region=All,/games/boxart/full_terraria_497AmericaFront.jpg,83,8.6
Terraria,16-May-11,9.99,"10,000,000-20,000,000",Re-Logic,Re-Logic,794,659,3409,Action-Adventure,T,X360,7.8,,,0.69,0.35,0.29,,0.06,2013,http://www.vgchartz.com/game/74163/terraria/?region=All,/games/boxart/full_5050363AmericaFrontccc.jpg,81,7.2
Terraria,16-May-11,9.99,"10,000,000-20,000,000",Re-Logic,Re-Logic,794,659,4981,Action-Adventure,T,PS3,,,,0.45,0.09,0.21,0.09,0.06,2013,http://www.vgchartz.com/game/72305/terraria/?region=All,/games/boxart/full_4853917AmericaFrontccc.jpg,81,7.9
Teslagrad,13-Dec-13,9.99,"200,000-500,000",Rain Games,Rain Games,0,0,10805,Platform,,PC,,,0.14,,,,,,2015,http://www.vgchartz.com/game/79809/teslagrad/?region=All,/games/boxart/full_2864100AmericaFrontccc.jpeg,77,7.7
Teslagrad,13-Dec-13,9.99,"200,000-500,000",Rain Games,Rain Games,0,0,19726,Platform,,PS4,,,,0.01,,0.01,,0,2014,http://www.vgchartz.com/game/84765/teslagrad/?region=All,/games/boxart/full_6873338PALFrontccc.jpg,78,6.7
Tethered,27-Feb-17,24.99,"0-20,000",Secret Sorcery Limited,Secret Sorcery Limited,0,0,47839,Strategy,,PS4,,,,,,,,,2016,http://www.vgchartz.com/game/117277/tethered/?region=All,/games/boxart/full_555362AmericaFrontccc.jpg,76,7.4
Tetris Ultimate,10-Dec-15,,"20,000-50,000",Ubisoft - San Francisco,Ubisoft - San Francisco,0,0,19603,Puzzle,E,3DS,,,,0.01,,0.01,,0,2014,http://www.vgchartz.com/game/86081/tetris-ultimate/?region=All,/games/boxart/full_8102140AmericaFrontccc.jpg,68,4
Tharsis,11-Jan-16,14.99,"100,000-200,000",Choice Provisions,Choice Provisions,0,0,55221,Strategy,,PC,,,,,,,,,,http://www.vgchartz.com/game/224424/tharsis/?region=All,/games/boxart/default.jpg,61,4.6
The Aquatic Adventure of the Last Human,19-Jan-16,9.99,"20,000-50,000",YCJY Games,YCJY Games,0,0,55232,Action-Adventure,,PC,,,,,,,,,2016,http://www.vgchartz.com/game/223250/the-aquatic-adventure-of-the-last-human/?region=All,/games/boxart/full_9913507AmericaFrontccc.jpg,76,6.5
The Assembly,19-Jul-16,29.99,"0-20,000",nDreams,nDreams,0,0,47950,Adventure,,PC,,,,,,,,,2016,http://www.vgchartz.com/game/83295/the-assembly/?region=All,/games/boxart/full_9111879AmericaFrontccc.jpg,55,6
The Assembly,19-Jul-16,29.99,"0-20,000",nDreams,nDreams,0,0,47951,Adventure,,PS4,,,,,,,,,2016,http://www.vgchartz.com/game/83296/the-assembly/?region=All,/games/boxart/full_6679144AmericaFrontccc.jpg,53,5.5
The Awesome Adventures of Captain Spirit,25-Jun-18,,"2,000,000-5,000,000",DONTNOD Entertainment,Square Enix,0,0,55233,Adventure,,PC,,,,,,,,,2018,http://www.vgchartz.com/game/222118/the-awesome-adventures-of-captain-spirit/?region=All,/games/boxart/full_9300939AmericaFrontccc.jpg,79,7.5
The Awesome Adventures of Captain Spirit,25-Jun-18,,"2,000,000-5,000,000",DONTNOD Entertainment,Square Enix,0,0,55235,Adventure,,PS4,,,,,,,,,2018,http://www.vgchartz.com/game/222120/the-awesome-adventures-of-captain-spirit/?region=All,/games/boxart/full_2725109AmericaFrontccc.jpg,75,7.1
The Baconing,31-Aug-11,14.99,"100,000-200,000",Hothead Games,Hothead Games,0,0,47953,Role-Playing,,PC,6,,,,,,,,2011,http://www.vgchartz.com/game/51457/the-baconing/?region=All,/games/boxart/full_the-baconing_591AmericaFront.jpg,63,5.2
The Ball,26-Oct-10,9.99,"200,000-500,000",Teotl Studios,Tripwire Interactive,0,0,9171,Shooter,M,PC,6.3,,0.19,,,,,,2011,http://www.vgchartz.com/game/49387/the-ball/?region=All,/games/boxart/full_the-ball_445AmericaFront.jpg,68,6.4
The Banner Saga,14-Jan-14,24.99,"500,000-1,000,000",Stoic,Versus Evil,0,0,47959,Misc,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/78272/the-banner-saga/?region=All,/games/boxart/default.jpg,80,8
The Banner Saga,14-Jan-14,24.99,"500,000-1,000,000",Stoic,Versus Evil,0,0,47961,Role-Playing,,PS4,,,,,,,,,2016,http://www.vgchartz.com/game/86364/the-banner-saga/?region=All,/games/boxart/default.jpg,79,7.7
The Banner Saga 2,19-Apr-16,24.99,"200,000-500,000",Stoic,Versus Evil,0,0,10159,Role-Playing,,PC,,,0.15,,,,,,2016,http://www.vgchartz.com/game/84959/the-banner-saga-2/?region=All,/games/boxart/full_9526825AmericaFrontccc.jpg,82,8.3
The Banner Saga 2,19-Apr-16,24.99,"200,000-500,000",Stoic,Versus Evil,0,0,47966,Role-Playing,,PS4,,,,,,,,,2016,http://www.vgchartz.com/game/84962/the-banner-saga-2/?region=All,/games/boxart/default.jpg,78,7.5
The Bard's Tale,17-Jun-05,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0,0,8478,Role-Playing,T,PS2,,,,0.21,0.1,0.08,,0.03,2004,http://www.vgchartz.com/game/5822/the-bards-tale/?region=All,/games/boxart/1506727ccc.jpg,76,7.9
The Bard's Tale,11-Dec-09,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0,0,8478,Role-Playing,T,PS2,,,,0.21,0.1,0.08,,0.03,2004,http://www.vgchartz.com/game/5822/the-bards-tale/?region=All,/games/boxart/1506727ccc.jpg,76,7.9
The Bard's Tale,17-Jun-05,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0,0,47970,Action,T,PC,,,,,,,,,2005,http://www.vgchartz.com/game/41772/the-bards-tale/?region=All,/games/boxart/full_8683192AmericaFrontccc.jpg,70,7.6
The Bard's Tale,11-Dec-09,9.99,"200,000-500,000",inXile Entertainment,inXile Entertainment,0,0,47970,Action,T,PC,,,,,,,,,2005,http://www.vgchartz.com/game/41772/the-bards-tale/?region=All,/games/boxart/full_8683192AmericaFrontccc.jpg,70,7.6
The Binding of Isaac,28-Sep-11,4.99,"2,000,000-5,000,000",Edmund McMillen and Florian Himsl,Edmund McMillen,0,0,141,Action,,PC,8.3,,7.17,,,,,,2011,http://www.vgchartz.com/game/53148/the-binding-of-isaac/?region=All,/games/boxart/full_the-binding-of-isaac_366AmericaFront.jpg,84,8.4
The Binding of Isaac: Rebirth,4-Nov-14,14.99,"2,000,000-5,000,000","Nicalis, Inc.","Nicalis, Inc.",187,314,650,Action,,PC,,,2.76,,,,,,2014,http://www.vgchartz.com/game/96810/the-binding-of-isaac-rebirth/?region=All,/games/boxart/full_8274221AmericaFrontccc.jpg,86,8.4
The Binding of Isaac: Rebirth,4-Nov-14,14.99,"2,000,000-5,000,000","Nicalis, Inc.","Nicalis, Inc.",187,314,47996,Action,,PS4,,,,,,,,,2014,http://www.vgchartz.com/game/96811/the-binding-of-isaac-rebirth/?region=All,/games/boxart/full_7594100AmericaFrontccc.jpg,88,7.8
The Book of Unwritten Tales,31-Jul-12,19.99,"200,000-500,000",KING Art,THQ Nordic,0,0,12280,Adventure,T,PC,7.9,,,0.1,0,0.08,,0.02,2011,http://www.vgchartz.com/game/32485/the-book-of-unwritten-tales/?region=All,/games/boxart/full_7752309PALFrontccc.jpg,82,8.3
The Book of Unwritten Tales 2,19-Feb-15,29.99,"20,000-50,000",KING Art,THQ Nordic,0,0,13789,Adventure,T,PS4,,,,0.07,,0.06,,0.01,2015,http://www.vgchartz.com/game/86119/the-book-of-unwritten-tales-2/?region=All,/games/boxart/full_8233924AmericaFrontccc.jpg,63,6.5
The Book of Unwritten Tales 2,19-Feb-15,29.99,"20,000-50,000",KING Art,THQ Nordic,0,0,20991,Adventure,,PC,,,,0,,0,,0,2014,http://www.vgchartz.com/game/78876/the-book-of-unwritten-tales-2/?region=All,/games/boxart/full_2354799AmericaFrontccc.jpg,80,7.6
The Bureau: XCOM Declassified,19-Aug-13,19.99,"2,000,000-5,000,000",2K Marin,2K,0,0,7332,Shooter,M,PS3,,,,0.27,0.08,0.14,,0.04,2013,http://www.vgchartz.com/game/51660/the-bureau-xcom-declassified/?region=All,/games/boxart/full_2082381AmericaFrontccc.jpg,69,6.8
The Bureau: XCOM Declassified,19-Aug-13,19.99,"2,000,000-5,000,000",2K Marin,2K,0,0,8353,Shooter,M,X360,,,,0.22,0.1,0.1,,0.02,2013,http://www.vgchartz.com/game/44666/the-bureau-xcom-declassified/?region=All,/games/boxart/full_1671071AmericaFrontccc.jpg,68,6.7
The Bureau: XCOM Declassified,19-Aug-13,19.99,"2,000,000-5,000,000",2K Marin,2K,0,0,15080,Shooter,M,PC,,,,0.05,,0.05,,0,2013,http://www.vgchartz.com/game/44667/the-bureau-xcom-declassified/?region=All,/games/boxart/full_559801AmericaFrontccc.jpg,66,6.5
The Cat Lady,1-Dec-12,9.99,"100,000-200,000",Harvester Games,Screen 7,0,0,11598,Adventure,,PC,,,0.12,,,,,,2012,http://www.vgchartz.com/game/224330/the-cat-lady/?region=All,/games/boxart/full_9223823AmericaFrontccc.jpg,81,8.7
The Cave,23-Jan-13,14.99,"200,000-500,000",Double Fine Productions,Double Fine Productions,0,0,48030,Misc,,X360,,,,,,,,,2013,http://www.vgchartz.com/game/71054/the-cave/?region=All,/games/boxart/default.jpg,70,7.8
The Cave,23-Jan-13,14.99,"200,000-500,000",Double Fine Productions,Double Fine Productions,0,0,48031,Misc,,PS3,,,,,,,,,2012,http://www.vgchartz.com/game/71055/the-cave/?region=All,/games/boxart/default.jpg,72,7.7
The Club,20-Feb-08,14.99,"20,000-50,000",Bizarre Creations,SEGA,0,0,7250,Shooter,M,X360,7.5,,,0.27,0.15,0.1,,0.02,2008,http://www.vgchartz.com/game/16061/the-club/?region=All,/games/boxart/8059704ccc.jpg,76,6.8
The Club,20-Feb-08,14.99,"20,000-50,000",Bizarre Creations,SEGA,0,0,8032,Shooter,M,PS3,,,,0.23,0.14,0.07,,0.03,2008,http://www.vgchartz.com/game/16060/the-club/?region=All,/games/boxart/4090433ccc.jpg,72,6.1
The Club,20-Feb-08,14.99,"20,000-50,000",Bizarre Creations,SEGA,0,0,20656,Shooter,M,PC,,,,0,,0,,0,2008,http://www.vgchartz.com/game/16269/the-club/?region=All,/games/boxart/9112312ccc.jpg,67,6.3
The Crew,1-Dec-14,29.99,"200,000-500,000",Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,0,0,1163,Racing,T,PS4,,,,1.79,0.44,1.04,0.03,0.27,2014,http://www.vgchartz.com/game/73093/the-crew/?region=All,/games/boxart/full_4773737AmericaFrontccc.jpg,61,5.3
The Crew,1-Dec-14,29.99,"200,000-500,000",Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,0,0,10335,Racing,T,PC,,,,0.15,,0.14,,0.01,2014,http://www.vgchartz.com/game/73089/the-crew/?region=All,/games/boxart/full_4831996AmericaFrontccc.jpg,71,6.3
The Crew 2,28-Jun-18,59.99,"500,000-1,000,000",Ivory Tower,Ubisoft,440,293,2921,Racing,T,PS4,6.5,,,0.82,0.22,0.42,0.05,0.12,2018,http://www.vgchartz.com/game/198830/the-crew-2/?region=All,/games/boxart/full_9188519AmericaFrontccc.jpg,64,5
The Crew 2,28-Jun-18,59.99,"500,000-1,000,000",Ivory Tower,Ubisoft,440,293,48077,Racing,T,PC,,,,,,,,,2018,http://www.vgchartz.com/game/198829/the-crew-2/?region=All,/games/boxart/full_5071295AmericaFrontccc.jpg,66,5
The Dark Eye: Chains of Satinav,22-Jun-12,19.99,"200,000-500,000",Daedalic Entertainment,Daedalic Entertainment,199,66,9137,Adventure,,PC,,,0.19,,,,,,2012,http://www.vgchartz.com/game/65006/the-dark-eye-chains-of-satinav/?region=All,/games/boxart/full_the-dark-eye-chains-of-satinav_783PALFront.jpg,75,7.7
